@56667  = ~我不干。~
@69407  = ~我……我该走了！我必须去见我的母亲……如果她……（啜泣）这不是真的，是不是？我应该……我应该要回去芬雅-戴尔。~ [AERI2503]
@69408  = ~冷静点，艾黎。那个鬼魂说谎。~
@69409  = ~你并不能确定，<CHARNAME>！你甚至不了解那些东西？喔母亲！我对你做什么？~
@69410  = ~继续告诉我。~
@69411  = ~尽管我不会保证任何事，但我会听你讲。~
@69412  = ~艾黎，那是纯粹邪恶的生物。它说那些事来伤害你。就是如此。~
@69413  = ~你觉得有必要就说吧，但是长话短说。~
@69414  = ~你是对的，艾黎。我不知道那玩意说的到底是不是真的。~
@69415  = ~我对你要说的任何事都没有兴趣。~
@69416  = ~我……我要回家。我一定要查明那灵魂说的是不是真的！~
@69417  = ~那我该怎么办呢？你说我们会永远在一起？~
@69418  = ~别离开我。不管经历过什么，艾黎，那些都已成过去了。~
@69419  = ~留在我身边吧，艾黎。无论发生何事，你现在都没办法改变了。~
@69420  = ~我……我很抱歉，<CHARNAME>。我真的很害怕什么事会拆散我们。但我别无选择。我必须回家。~
@69421  = ~那走吧，艾黎。我想我们之间的爱已不具任何意义。~
@69422  = ~如你所愿……我确定你被自己的计划所混乱。那就去吧。~
@69423  = ~什么……你说什么，<CHARNAME>？~
@69424  = ~不，艾黎。你没有任何回去的理由。~
@69425  = ~那东西说谎，艾黎。我知道。我能够“感觉”到。~
@69426  = ~但我……我……唉……我知道你是对的，<CHARNAME>。也许我母亲确实过世……但我没有杀她。而回家也不能让她活过来。此外，许久以前我早已将我生命的这部分遗留在身后。现在这里才是我的归属……和你一起，吾爱。~
@69427  = ~你不用为你母亲之死负责，艾黎。无论那东西怎么说。~
@69428  = ~总有一天我会回到芬雅-戴尔，但不是现在。我不是说要离开你。我发过誓要留在你身边，<CHARNAME>，我会的。我不会让来自过去的幽灵毁灭我们所共同建立的一切。~
@69429  = ~我并不觉得自己有多崇高，<CHARNAME>。你应该知道……我曾有的成为新杀戮之王的计划，随着失去我的腐败而胎死腹中。~
@69430  = ~我好快活，艾黎。你还好吗？~
@69431  = ~不……但我会的。谢谢你，<CHARNAME>。谢谢你的……嗯，一切。如果没有你在我身边我做不到的。但我不希望其他人对“可怜的小艾黎”感到厌烦。别担心我－－一旦我们出发时我就没事了。~
@69432  = ~也许有朝一日我们会再见面，<CHARNAME>。我……这是如此痛苦。我必须离开。~
@69433  = ~然而我几乎不知道你有什么打算……尽管你显而易见的邪恶本性使我相信我的提议可能会受到欢迎。~
@69434  = ~我昨晚做一个梦……一个美妙的梦。但我不确定我是否该告诉你。~ [AERI2504]
@69435  = ~等等，让我猜猜看……一个关于飞翔的梦。~
@69436  = ~为何不告诉我……我在里面吗？和我的……春梦？~
@69437  = ~不……我没有再做过那样的梦了。这是关于我俩的梦。~
@69438  = ~<CHARNAME>！你真坏！（咯咯地笑）不是一个“春梦”。是关于我们俩的梦。~
@69439  = ~我们一同坐在我们的屋里。没有说话，只是坐着和想着。牵着手。我们都老了……非常老。老了……但快乐。~
@69440  = ~然而我几乎不知道你有什么打算。大致来说，你的本性不同我一样自私……所以很难估计我的提议是否会受欢迎。~
@69441  = ~听起来多么美好，吾爱。像是即将来到的前兆。~
@69442  = ~你可能已经决定承接我的从前的目标，企图成为新的杀戮之王……如果这情况的确可能的话。或是你可能企图永远摆脱祖先遗留的污点。~
@69443  = ~就我们两人，艾黎？你没有见到我们未来有任何小孩吗？~
@69444  = ~这和我的提议有关。<CHARNAME>，我催促你追寻力量之道。取得为你预定的统治权且当成是你天赋的权利！~
@69445  = ~很棒的想法，艾黎。但你明白这大概永远不会发生。~
@69446  = ~毕竟你已经完成了，这是唯一明智的途径！而我乞求你……同意沙洛佛克待在你身边。兄弟和<PRO_BROTHERSISTER>一起手携手！~
@69447  = ~想像一下，<CHARNAME>……我们可以一起在这国度上前进，拥有你指挥的一支军队的一股无人可挡的武力。你会是统治一切的终极恐怖，而我是你的钢铁右臂。~
@69448  = ~也许是，也许不是。谁知道我们的未来是什么？但这不失为一个好梦。~
@69449  = ~那听起来很有趣。是可行的。~
@69450  = ~我也许对取得我天赋的权利有兴趣……但与你无关。~
@69451  = ~我有别的打算，沙洛佛克。算了吧。~
@69452  = ~谁知道这样的事是否会变成可能？但这个可能性使我对有一天光荣终究会属于我们的充满希望！哈哈！来吧，我的<PRO_BROTHERSISTER>，这可能会实现的。~
@69453  = ~喔，吾爱。我一直觉得你的纯真是如此迷人。~
@69454  = ~我的“纯真”？我很难再认为自己是纯真的，<CHARNAME>。在我们经历过这些事后再也没办法了。也许曾经，在很久很久以前……但我已经长大了。我不再是天真地张大眼睛的小女孩。~
@69455  = ~我能为你所用，<CHARNAME>！有什么是比我们这两个巴尔后裔统治其他低等生物更适合的？就想想这个前途吧！~
@69456  = ~我在想什么？你是成熟尊严女人味的象征，艾黎。~
@69457  = ~我是。而他们仍没有牵扯到你。~
@69458  = ~嗯……我们会了解到这也许可行。~
@69459  = ~（唉）去做吧。让我们看看你是否有能力独自成功，<CHARNAME>。至于我……我猜我该应付一下即将到来的命运了~
@69460  = ~但为什么，<CHARNAME>？为什么你不去取得你该得的东西？！权力，财富，统治低下的人类！这些全是你触手可及的东西！~
@69461  = ~我很抱歉，艾黎。我无意以恭维来冒犯你。（笑）~
@69462  = ~无论我得到什么力量，沙洛佛克，我无意统治其他人。~
@69463  = ~（咯咯地笑）噢，<CHARNAME>，我不想对你疾言厉色。就是这样才使得每个人总是将我当作小女孩……我是整个费伦大陆最有力量的法师之一！~
@69464  = ~就算我拥有父亲赋予我的天赋也不代表我将成为邪恶之人。~
@69465  = ~这对我来说一点都不重要，沙洛佛克。~
@69466  = ~不管我身上发生何事，沙洛佛克……你不想被牵扯在内。~
@69467  = ~你仍在追逐权势名利吗？放弃吧，沙洛佛克。~
@69468  = ~也许下次谁再把我当成小孩我就把它变成蟾蜍。这是我必须申明的一点。（微笑）至于你，吾爱……等到今晚我向你证明我身上有任何特质就是没有“纯真”。~
@69469  = ~你这蠢蛋，沙洛佛克。难道你什么教训都没有学到？~
@69470  = ~很简单，我不要你所要的。~
@69471  = ~我……我不明白。如果你不想开拓属于自己的帝国还能用力量来作什么？~
@69472  = ~喔，相信我，艾黎……我知道你是“完全”的女人！~
@69473  = ~你要知道，人终会死。你无法带着帝国到另一个世界。~
@69474  = ~更重要的是，这力量有很多益处让你完成更多的事情。~
@69475  = ~我不知道。但这不该为了私利，邪恶的目的。~
@69476  = ~随力量而来的是巨大的责任。~
@69477  = ~这不干你的事，沙洛佛克。~
@69478  = ~别傻了，有比力量更重要的事。~
@69479  = ~我不想继续与你讨论。滚开。~
@69480  = ~在你经历了这一切事情之后？你仍然相信你带着灵魂上的污点？~
@69481  = ~也许你是对的。我会考虑你的说法，<CHARNAME>。~
@69482  = ~我相信。~
@69483  = ~也许吧。我们应该看看发生了什么。~
@69484  = ~谁知道？你走过，经历过，不是吗？~
@69485  = ~事实上。我觉得你有一点古怪，<CHARNAME>……也许这种天赋力量，你本就应该多得一点吧。我们会知道的。~
@69486  = ~我……我知道了。~
@69487  = ~我不相信你由衷说这些话，<CHARNAME>。我们了解也许你应该得到多一点天赋力量。我将在你身边帮助你看到最后的结局。~
@69488  = ~我认为你是个骗子，<CHARNAME>。那污点吞灭你，不管你如何声称我们的天赋力量。就我而言，我不能等到最后。~
@69489  = ~我认为你说的话有点价值，<CHARNAME>。我自己的方法不够完备……其次，当我猝死之时一点都不想回到无底深渊。~
@69490  = ~也许现在该重新思考我的想法。我会详细考虑你说的话。~
@69491  = ~我们？我认为你应该在我们成为伙伴以前“寻找自我”。~
@69492  = ~我……考虑过你说的话。我改变主意了，这是一件有益的事。我想我应当向你道谢。~ [SAREVO55]
@69493  = ~我很高兴知道这件事，沙洛佛克。~
@69494  = ~这是你的抉择，沙洛佛克，不是我的。~
@69495  = ~你确定这就是你想要的吗？~
@69496  = ~我们将知道我终究证明了我对重视生命的新看法。但……我无法理解改变的原因。~
@69497  = ~我想，在我早前的生活中有很多事情我必须去……弥补。以某种方式，我认为这将成为很棒的奋斗目标……不是吗？~
@69498  = ~<CHARNAME>……我睡不着。每当我阖上双眼就看到萨拉督许的房子燃着冲天烈焰，街上横竖躺着被烧死的巴尔后裔尸体。那太可怕了。~ [AERI2505]
@69499  = ~同样古老的故事……死亡与血液仍紧追着我每步足迹。~
@69500  = ~那太可怕了，艾黎。整个城市因为那些与我有相同污秽血统的家伙劫掠毁灭。~
@69501  = ~也许你能不为此停步，将他们抛在脑后。~
@69502  = ~我很抱歉，<CHARNAME>……我很担心我的反应，我疏忽了那些曾经使你不悦的东西。那些人与你有相同命运，被那样屠杀……~
@69503  = ~我们无法为他们做什么，艾黎。最好让他们回归尘土。~
@69504  = ~我见过太多的死别，这不会再困扰我。~
@69505  = ~你别看起来如此不悦，<CHARNAME>！就因为我们知道这些人死的毫无意义！~
@69506  = ~我生命中看过太多的死亡，我猜我对此早已麻木。我知道如何应付。~
@69507  = ~我不是那个意思，艾黎。但他们命运的折磨使我们更痛苦！~
@69508  = ~看看，时间有点晚而且我累了。你能明早再说吗？~
@69509  = ~不，<CHARNAME>，别那样。如果你对痛苦麻木，将对任何事物麻木。包括欢愉，幸福……甚至是爱。我们必须接受幸福或灾祸，吾爱……这胜于麻木不仁。~
@69510  = ~你是对的，艾黎。只要你在我身边，我知道这比灾祸更值得。~
@69511  = ~所以我应该让我成为泪水制造者，多愁善感的家伙？像你一样？~
@69512  = ~我不知道你是如此冷酷！如此缺乏怜悯与同情心！原谅我，<CHARNAME>……我想我现在要睡在帐棚的另一处。~
@69513  = ~是的，吾爱。我们彼此一定有相互吸引的力量。也许……也许我今晚可以在你的臂弯中入睡……喔，你舒适的安抚使阴郁的幻觉消逝。好好睡吧，吾爱，直到天明。~
@69514  = ~贾希拉。~
@69515  = ~留在我身边。~
@69516  = ~现在已没有任何阻碍。~
@69517  = ~我应该做什么？这是如此虚幻……~
@69518  = ~去吧。做你应该做的事。我……我爱你。（贾希拉吻了你，然后转过头去，服从她觉得你该去做的决定）~
@69519  = ~是的……（嗯哼）……我猜我们会知道。~ [JAHE2521]
@69520  = ~拜托，吾爱，回过头来给我一点时间。离开其他人。我必须向你问一些事情……私人的事情。你认为奎里怎么样？~ [AERI2506]
@69521  = ~不，我指一个名字。你不认为奎里是个名字？给一个小孩。一个男孩。~
@69522  = ~你叔叔？他似乎很好。~
@69523  = ~他对你来说很重要，艾黎……但对我来说并非如此。~
@69524  = ~你有什么事想要告诉我吗，吾爱？~
@69525  = ~~
@69526  = ~~
@69527  = ~~
@69528  = ~你指什么，什么？我会留下来。你永远赶不走我。~
@69529  = ~那些力量……神祇……都在别的地方。而你在这……真的，我不会离开了。~
@69530  = ~我不想要这些。就这样。我们将了解发生了什么。~
@69531  = ~喔我的……我……我可以说吗？~ [JAHE2520]
@69532  = ~没什么。一点也没什么。~
@69533  = ~很简单。已经够了。~
@69534  = ~再见~
@69535  = ~指望它。~
@69536  = ~贾希拉……我很抱歉。~
@69537  = ~拜托你告诉我出自好奇心的恳求。~
@69538  = ~为何要对所有人保密？不是跟奎里有关的事情吗？~
@69539  = ~我怀孕了，<CHARNAME>！是否很惊奇？~
@69540  = ~怀孕？我……我……我不知道该说什么。~
@69541  = ~艾黎，我真为你高兴！也为我们高兴。~
@69542  = ~你确定你怀孕了？我的意思是……你如何知道？~
@69543  = ~那真糟透了，艾黎！~
@69544  = ~我知道，<CHARNAME>。我们翼精灵对任何事物有第六感。没有错……我怀着我们的孩子，吾爱。~
@69545  = ~我知道你会很高兴的，<CHARNAME>！我感到……感到欢喜的要爆炸了！~
@69546  = ~我是愚蠢而且幼稚的，a waela jalil.（一个愚蠢的女人）如果有机会我就会离开。~ [VICO2502]
@69547  = ~这不是我所希望的反应，吾爱。但我可以了解你的疑虑。~
@69548  = ~我了解现在不是最好时机，但在我们的孩子出生前还有好几个月。然而我……喔<CHARNAME>（微笑）……我可以在你脸上看出你对这一切仍有些不知所措。~
@69549  = ~拜托……别告诉其他人。现在还不要。这令人振奋的消息现在只有我俩知道。在我们讨论我们的未来规划以前，我将……为你隐瞒这消息一段时间。动作快一点……在他们尚未起疑前追上他们。~
@69550  = ~你在说什么东西？~
@69551  = ~现在有什么疑问吗，维康妮亚？~
@69552  = ~你在这里不快乐吗？~
@69553  = ~论及我试图逃避你的视线，我了解到……我们的相互吸引……是未来的恶兆。当我知道更多，我允许你说服我留下来。~
@69554  = ~我需要你，维康妮亚。而我仍然需要你。~
@69555  = ~你改变主意要留下来了？~
@69556  = ~如果你希望离开就走吧，维康妮亚。~
@69557  = ~也许我对你有用处，但我很怀疑你有软弱到非我不可，<CHARNAME>。你想动之以情，仅此而已。~
@69558  = ~亲爱的，你有否可能去关心我们之间的小秘密？我的……身体状况？~ [AERI2507]
@69559  = ~在我们踏入地狱以前，我要告诉你我的……不断的预感，我断定我们之间是没有未来的。我想说也许在你取回你的灵魂后再谈这件事。~
@69560  = ~我的艾黎。我们有很多事应该要好好商量。~
@69561  = ~而你……艾瑞尼卡斯已死而你再回到完全的自我。但你的任务尚未结束，不是吗？你未来不断的问题是我们要成为什么。但现在该是我离开的时候了。~
@69562  = ~我需要一点时间好好考虑这件事。~
@69563  = ~~
@69564  = ~为何那么多时间你要挑现在离开？~
@69565  = ~你一向对我很有耐心，<CHARNAME>。我也希望我能同等对待你，亲爱的。但有些事我们现在必须好好谈一谈。~
@69566  = ~如果你真的想这么做，我也无法阻止你。~
@69567  = ~不，不准走，维康妮亚。我太过爱你而无法忍受永远失去你。~
@69568  = ~很好，放弃我。我很高兴摆脱你。~
@69569  = ~这孩子会完全改变我们的生活，吾爱。而与他们一同冒险的日子是你甜蜜的负荷。~
@69570  = ~也许我应该……如果你没有异议，我当然会做。~
@69571  = ~我不想改变我的生活……我一点都不想为这小鬼负任何责任。~
@69572  = ~艾黎，我现在该如何是好？你不该在我与危险的敌人作战时怀孕。~
@69573  = ~~
@69574  = ~为什么你要养育这家伙。~
@69575  = ~很好，你走。~
@69576  = ~艾黎，我认为你应该找个安全的地方待着直到孩子诞生。~
@69577  = ~我希望你待在我身边，艾黎……永不分离。我们一定有好结果的。~
@69578  = ~<CHARNAME>！你要拆散你的骨肉？你要抛弃我跟你的孩子？~
@69579  = ~看来大伙儿都是劳碌命啊！但我还是很高兴我们一同经历过了这么长的旅程。~ [JAHE2502]
@69580  = ~抱歉，我只是开个小玩笑。别在意我。~
@69581  = ~这不是我的问题……怀孕的人不是我。~
@69582  = ~我父亲抛弃了我，而我过的还好~
@69583  = ~真的吗？我感到我们陷入无尽的迷思。~
@69584  = ~我也很高兴历经了这些风风雨雨后，你却仍然愿意跟我作伴。~
@69585  = ~我很抱歉，贾希拉，但我现在无法与你说话。~
@69586  = ~让我休息一下。我的生命就是不断的做这些令人厌恶的事情。~
@69587  = ~你……你是禽兽！残忍无情，没心没肝的禽兽！我没有办法留在这里……我不会让我的孩子在你邪恶的影响下成为祸害！我希望你出生在无底深渊，<CHARNAME>！~
@69588  = ~那没有你想像中的困难，<CHARNAME>。在我的情况尚未显著以前，我们该结束我们的冒险。若非如此，当我们的孩子随着我们长大，我没办法继续战斗或是施用任何法术。~
@69589  = ~也许，但我们能解决更多。随着艾瑞尼卡斯死去，许多幽灵可以安息了。他的受害者们不必带着未完成的使命面对自己的命运了。~
@69590  = ~不……那实在太过危险了。~
@69591  = ~如果不小心你受了伤？如果宝贝发生了什么状况？~
@69592  = ~那对我来说非常重要，<CHARNAME>。应该结束我们的过去……去面对未来。~
@69593  = ~我非常高兴。我担忧我自己对复仇的渴望……死亡……不过……我只希望过去的使命做好且确实完成。~
@69594  = ~我发现……很难继续与你在一起旅行，<CHARNAME>，仍记得我们不在一起的原因。我渴望爱抚你，即使我不该这么做。~
@69595  = ~我是说……如果你仍希望如此。~
@69596  = ~贾希拉，我需要你在这里，你是我前进的动力。~
@69597  = ~~
@69598  = ~我想要每天都不一样。现在所有东西都抓狂了。~
@69599  = ~我知道，总是有某些东西夺走了我们的注意。我将要离开你，但我仍想说……说些话……~
@69600  = ~若孩子在我们冒险结束前出生呢？然后怎么办？~
@69601  = ~我只是想说我仍旧体谅你，而我希望我们能始终如一……永远在一起。~
@69602  = ~最安全的地方就是与我们在一起，我们可以保护我们的孩子。~
@69603  = ~这是我体内的软弱的一部分。这弱点会让我们都被杀害。所以我说，该是我离开的时候了。~
@69604  = ~很好，也许我选错时间打扰到你了。如果你希望陷在自己的烦恼中，我会等你。~
@69605  = ~你知道的，如你需要我我就会留下。在这里你决不孤单。~
@69606  = ~治愈法术可以恢复我的健康状况也可以治愈我腹中未出世的孩子－－甚至为他复活。如果这是有必要的。~
@69607  = ~你孩子的命运与你紧紧相连，<CHARNAME>……共享你的神格。只要你还活着，孩子也会得救。~
@69608  = ~我知道这很困难，吾爱。但我曾经历过更糟的。当我失去我的羽翼而去寻找力量。我确实有这份力量。~
@69609  = ~我也希望如此。你对我来说非常重要，<CHARNAME>。我不能想像我们……~
@69610  = ~我不认为这是软弱，维康妮亚。~
@69611  = ~我坚持原案，我不希望你离开。~
@69612  = ~我反对。我要我们再度同行。~
@69613  = ~好极了，就这样。你走，如果你真的想走就走吧。~
@69614  = ~我真的不需要……那个幽灵与他的指控。他怎敢这么做！如此败坏葛立安与卡立德的行径……如此……~ [JAHE2503]
@69615  = ~那令人伤心的表情正是我非走不可的原因。与你一起旅行愈久，愈难记忆起我们不能在一起的原因……似乎我是唯一可以的那一个人。~
@69616  = ~你确定吗，abbil（伙伴）？这是你拒绝的最后机会。~
@69617  = ~毋庸置疑我反对！我爱你且我不准你走！~
@69618  = ~为何你无论如何都非走不可？~
@69619  = ~我知道。他们的作为是对人的侮辱。~
@69620  = ~当生命为人所爱就不再遭受痛苦。~
@69621  = ~嗯。他提到一个重点。我们都输给他了。~
@69622  = ~把你身上所有东西给我就可以走了。~
@69623  = ~不，不。如这不是你所要的，就走吧。~
@69624  = ~什么？他们可怕地夺走我们的东西，他们的痛苦减少我们的心痛！若这些妨碍者身亡，我们就能找到生路。~
@69625  = ~当然你会这么说。那么告诉我，<CHARNAME>……为了什么目的能使我们俩破镜重圆？我已经准备好与你争辩。~
@69626  = ~我很抱歉，我不想使你痛苦。无可否认的，这对你太残酷了。~
@69627  = ~但你不是，他们是失败者。我指的是他真的点明了关键。~
@69628  = ~如果你仍爱着我，就别再争论了。~
@69629  = ~维康妮亚，我们两人都无法掌握未来，但我们可以掌握现在。~
@69630  = ~为何不做些使你高兴的事，就这么一次，不顾后果？~
@69631  = ~如果你认为你可以这么做，艾黎，我将亦步亦趋。~
@69632  = ~我不知道。我无法驳斥你的论点，维康妮亚。~
@69633  = ~我无话可说。毕竟你该离开了。~
@69634  = ~我……我不能向你保证，艾黎。但我会努力尝试－－为了我们也为我们的孩子。~
@69635  = ~那……那你要如何来面对我们……面对我？一个失败者？因为有人杀了她的朋友与爱人？我……你怎能……你怎么可以这么做！~
@69636  = ~我宁愿忘了你与你的孩子，艾黎。离我远一点，“孩子的母亲”。~
@69637  = ~走开，<CHARNAME>。我再也不要见到你。走开，别在这里。~
@69638  = ~已经没有什么好说的了，我的伴侣。我希望你在你的人生中过的很好。若我们幸运的话……会再见面的。~
@69639  = ~我伤心的祷告并为我周围的死者做一些事。我为了每一个灵魂复仇而战，为了平等而战的灵魂。~
@69640  = ~我挣得我所携带的且能拿走的东西。我希望你未来过的不错，我的伴侣。也许我们会再见面，又有谁知道呢？~
@69641  = ~我……我知道我们办的到，<CHARNAME>。只要我身边还有你帮助并照顾我，我可以度过难关。我们的孩子也可以。~
@69642  = ~我不会被他们记忆里的不名誉控告，朋友之死得到的利益。为了此事我不断的惩罚我自己……~
@69643  = ~我的意思是……你确信那是葛立安而且他的目光充满荣耀，即使你无法保全他……~
@69644  = ~我很抱歉。我应该停下来。你假设我的悔改，我不会破坏你对我的观点。这对我来说不公平。~
@69645  = ~（唉）那么……尽管是愚蠢的行为，我……我还是希望能与你在一起，<CHARNAME>。我想念你。想念与你亲密接触，感受肉体交合。~
@69646  = ~贾希拉！~
@69647  = ~贾希拉，你已经做够多了……~
@69648  = ~但是……请别向其他人提起这件事。我不希望所有人对“体弱的孕妇艾黎”震惊而开始手忙脚乱。~
@69649  = ~只要你希望如此，让我们将这警告随风而去吧。你是一个不凡的<PRO_MANWOMAN>，<CHARNAME>……只要你愿意你就可以承担所有后果。~
@69650  = ~我……我有些事想要说……你能听我一下吗？~ [JAHE2504]
@69651  = ~当然，贾希拉。我关心你。~
@69652  = ~不，我不要。我要你听我说。~
@69653  = ~不，我没空理你失控的态度。~
@69654  = ~你终于了解了。你无法掩饰这些东西。~
@69655  = ~没有时间？我了解了。为何我没有看到你的这一面……也许你的改变甚于你所相信的。也许你已经堕落了……~
@69656  = ~我希望如此。~
@69657  = ~显然……你是个不平凡的女人，维康妮亚。而我希望我们能够再一次同行。~
@69658  = ~札吉·拉法哈~
@69659  = ~如果我穿着宽大的长袍，那直到最后几周才可能有人注意到。只要我们举止谨慎，周围就不会有人猜疑。求你了，<CHARNAME>……守住我们这点特殊的小秘密吧。~
@69660  = ~不，不，我认为第一次你是对的。那不会有好结果的。~
@69661  = ~让我们继续我们的旅程来面对你的命运，我的mrann d'sinss.（情人）再度一同旅行对你我皆有益处，一同对抗你的敌人。~
@69662  = ~如你所愿，吾爱。保持沉默。~
@69663  = ~雷拉~
@69664  = ~喔，<CHARNAME>……别那么认真！我是真的爱你的。但是来吧，如果我们再不回去的话其他人会怀疑我们到底做什么去了。~
@69665  = ~我……非常好。说说你的想法吧。~
@69666  = ~不，我将说出我的真心话。贾希拉，我很在乎你。我必须知道我们之间的关系对你而言是不是有益的。~
@69667  = ~你真的要听？你对你的感觉和未来都那么不确定，即使有了我的保证。~
@69668  = ~我要结束这一切，贾希拉。我不能到处都要照顾你。那太累了。~
@69669  = ~我……没有察觉到我兄弟的目光……对我有如此的影响。我对我如此的脆弱感到不好意思！多美好的月光，威胁我会变成什么是没有用的~ [VICO2503]
@69670  = ~什么？你是什么意思？我们已经一起走了这么久……我了解。我看到了你眼中的冷漠。是我造成这样的结果……还是你改变得比你想像中的还要多……~
@69671  = ~非常好。我不会再用我那微不足道的感觉来烦你了。不要那样看着我。事实上，不要再看我了。我们还有事情要做……不要再分心了。~
@69672  = ~对我有益的？你是指？~
@69673  = ~会不会太快了，贾希拉？卡立德的阴影对你造成的影响太大，而我必须知道你是否觉得我们之间的关系是件好事，或是你对我的感觉使你产生罪恶感。我必须知道这一切。~
@69674  = ~我的爱……黎明已经快来临了。我可以问你一些事情吗？~ [AERI2508]
@69675  = ~<CHARNAME>，我……我……~
@69676  = ~我不知道……我真的不知道……你可能不是像你所讲的那样……你可能不是一个平凡人！我被欺骗了吗……我真的感觉到这些吗……~
@69677  = ~当然了，我亲爱的艾黎。你可以问我任何事情。~
@69678  = ~然后我们必须一起为这个而努力，贾希拉。我知道那很困难，但是我需要你和我一起。~
@69679  = ~然后？就这样了。这样的结局是比较好的。对我们而言你一点用也没有。~
@69680  = ~什么……那是什么？你还好吧？那个宝宝也还好吧？~
@69681  = ~别紧张<CHARNAME>……我们都很好。你就像是一个紧张兮兮的父亲！（笑）这是关于其他事情的。~
@69682  = ~这是我一生中最快了的时光了，<CHARNAME>。我们共同经历了苦难和磨练。我们分享了最深的爱。然后我们创造了一个新生命。但是我知道我们最大的挑战仍然在前方等着我们。~
@69683  = ~我的心中没有一丝的怀疑，我告诉你对我们一起度过的我并不感到遗憾。我的生命中有太多的遗憾，但是你并不是其中之一。~
@69684  = ~然后请了解什么也不能改变我现在的感觉。我需要你在这里。~
@69685  = ~即使如此，我不认为这样是有用的。我不认为你的一切是一件好事，对你或是对我而言。~
@69686  = ~对于我先前的反应我感到抱歉。我不是要让你认为我对你之前的举动感到后悔。我没有。~
@69687  = ~你最终的命运－－和我们的孩子的命运－－尚未到来。我……我不知道什么在等着我们，<CHARNAME>。但是我再一次感觉到我会失去你……~
@69688  = ~失去卡立德对我而言是一件非常困难的事，但是我们都了解这样的风险，但是我们都不会以永远忧虑的记忆为荣。~
@69689  = ~艾黎……我们将会永远在一起。我们已经结为一体。~
@69690  = ~我不想失去你，艾黎。但是我不能逃避我的命运……不管它可能是什么。~
@69691  = ~想像不会有帮助的，贾希拉。我要你在这里，不管会遇到什么困难。~
@69692  = ~我不知道，贾希拉。他的阴影仍然笼罩着你。我们的关系对事情是有益的吗？~
@69693  = ~我知道，我的爱。但是……你可以为我做一件事吗？我们可以用我们族人的方式来庆祝我们的爱吗？~
@69694  = ~当然了……艾黎，你会在婚礼中伸出你的手吗？~
@69695  = ~你是说我们应该有一个婚礼？~
@69696  = ~而他会继续出现。不，我想我们应该结束这一切。那对我们一点帮助也没有。~
@69697  = ~那对我意义重大，<CHARNAME>。你是我现在生命中最重要的。任何阴影都不能改变。~
@69698  = ~不知道你还能穿新娘礼服，艾黎。~
@69699  = ~噢，<CHARNAME>！（咯咯地笑）那样的仪式不是我们的习俗！真的，我们翼精灵有婚礼－－但是那是为了贵族或是政治同盟的婚礼所举办的正式而隆重的仪式。~
@69700  = ~昨晚的入睡是不容易的。我希望我不是一个人。~ [JAHE2505]
@69701  = ~我们大部分的人都喜欢简单的婚礼……例如说太阳在地平线升起时两颗结合的心和简单的誓言。~
@69702  = ~黎明快来临了，吾爱……我们应该要交换誓言了吗？~
@69703  = ~如果那是你的希望，艾黎吾爱，那就是我们应该要做的。~
@69704  = ~艾黎，我宁愿等到一切都已决定。如果我尚未属于你，不管任何理由。~
@69705  = ~我……我了解，我的爱。你的命运仍然尚未决定。非常好……我们可以等待以后完成这个简单的仪式。重要的是我们属于彼此。其他人在移动了，这个事情留到以后再说吧。~
@69706  = ~谢谢你，<CHARNAME>！我，艾黎，无论生死都将站在你这边。我会像你一样分担彼此的忧患。我的心智，身体和灵魂将与你结合在一起。作为你的妻子，我今生今世都会守在你的身边。这是我向着初升的旭日许下的誓言。~
@69707  = ~我再也不会闭上眼睛了。我会一直看着这个城市萨拉督许……永远燃烧。~
@69708  = ~我已经睡够了，尽管我很同情那些因为我的好心造成的痛苦。~
@69709  = ~什么？我错过了什么吗？我睡得跟猪一样。~
@69710  = ~而我，<CHARNAME>，也以升起的朝阳起誓。我不管战争和平都会在你身旁。我会分担你的重担就像你分担我的。我会与你结为一体不管是生理，心理和精神上的。我会永远属于你，作你的丈夫。~
@69711  = ~你不知道这简单仪式带给我多大的快乐，<CHARNAME>！我希望……我希望我们能停留在这一瞬间，永远的躺在这里。~
@69712  = ~但是当然，我知道我们不能。即是是现在其他人也正在离开，而我们必须起床继续我们的任务－－不只为了你也为了我们的孩子。走吧，我的爱……让我们像夫妻一样的面对这个世界。~
@69713  = ~很奇怪，但是我很高兴你和我一样痛苦。我担心你已经从死亡的形式中溜走变成我不熟悉的人。~
@69714  = ~<CHARNAME>，不要失去你自己。你在乎你的伙伴，在乎我。我不晓得天神是否也这样想……我们是如此渺小。~
@69715  = ~不要对你自己太严厉了，维康妮亚。~
@69716  = ~我们无法一直如此坚强。~
@69717  = ~我对那样感到很惊讶，对我而言。~
@69718  = ~我同意。你应该已经看穿那愤怒的攻击。~
@69719  = ~离开监牢门房钥匙~
@69720  = ~离开监牢门房钥匙~
@69721  = ~不要安慰我！我应该看穿那个公开的攻击！！~
@69722  = ~秘密监牢门房钥匙~
@69723  = ~秘密监牢门房钥匙~
@69724  = ~我在这里，贾希拉。我会分担你的忧虑，而我了解这再也不会发生。~
@69725  = ~我不知道。太多好事情加起来像是一个大阴谋。小事情反而会有好结果。~
@69726  = ~我知道，而我也在努力。我将会被通知到。我将是一个已经被算进去的力量之一。~
@69727  = ~我最好应该知道再一次打开心胸会有什么后果！因为你我已经变得软弱，而我们将会因此而付出代价！！~
