@12561  = ~~ [MINER06]
@24420  = ~A duel, you idiot. You have gone too far. My honor demands satisfaction.~
@24421  = ~That is what I said, stupid. Choose a battlefield.~
@24422  = ~I shall be there, oaf!~
@24423  = ~How dishonorable! The boorishness of the large people never ceases to amaze me.~ [MAZZY84]
@24424  = ~Do you really want to fight that Gorf idiot? I do not think it wise.~
@24425  = ~You told him, Mazzy! ~
@24426  = ~Honor demands risks, my friend. I must defeat the ogre. Let us go within the tavern so I may do so.~
@24427  = ~As honor demands. Let us go within the Copper Coronet.~
@24428  = ~But know this: Before he jailed me here, Mekrath stole a most important gem from me and placed it in an altar here. Against my instincts, I must entrust its care to you. Find it and deliver it to me at Raelis's side. She will reward you greatly... Now take care, dark hound, for we will meet again.~
@24429  = ~See difference, little nothing? Tiny gives Gorf hurt head. Gorf no like. Gorf will squishy you kind.~
@24430  = ~Well, did you find Daleson inside, like I said? What did he say? Is he well?~ [NALIA61]
@24431  = ~Another idiot halfling? Gorf knows how to pick 'em. Beat it, twerp. Surly ain't here to answer your stupid questions.~
@24432  = ~So they are, yet you know my name... Forgive me, but you have piqued my interest. As payment for my freedom, would you allow me to serve your mysterious cabal?~
@24433  = ~Ho, pit manager! I come to duel with the ogre, Gorf. Where is he?~
@24434  = ~Will you stand here all day and insult me, or will you tell me where he is?~
@24435  = ~We need comrades, not servants, Haer'Dalis. What skills do you bring with you?~
@24436  = ~No, please, I need you here. Please just tell me what Daleson said, and then we can get to the business of rescuing my home.~
@24437  = ~You may join with us if it is your wish.~
@24438  = ~Serve from a distance, then, for you are not one of us.~
@24439  = ~Forgive me. My orders were to rescue you, nothing more. Perhaps if we meet again under different circumstances...~
@24440  = ~Above all, I am a tiefling: I am a half-elf, and while my father was of the fair folk, my mother was no human. Will that be enough?~
@24441  = ~Fine, fine. I don't give an elf's arse. Check with his girl, Bunkin. She's over there dressed in yellow. Maybe she'll know where he's at.~
@24442  = ~You had best begin the search for a new ogre. Gorf shall not win this fight.~
@24443  = ~Yeah, whatever. Go away. Surly's got a bad hangover.~
@24444  = ~Here it is, baby.~
@24445  = ~Thanks, sugar! Why don't you fight quick so's we can have a night on the town?~
@24446  = ~Yeah, baby. In the pit.~
@24447  = ~It'll do... Welcome to the group, Haer'Dalis.~
@24448  = ~If your mother was no human, what was she?~
@24449  = ~The Doomguard... What's that?~
@24450  = ~More than enough, Haer'Dalis, more than enough. My apologies for doubting you.~
@24451  = ~No, it won't. I have just rescued you from bondage, and I am not so quick to trust... Go, my job here is done.~
@24452  = ~It is mine, and I was on my way to deliver it to Raelis Shai of the Sigil theater troupe when he captured me. Come, let us find it that Ms. Shai may reward us both for its safe delivery.~
@24453  = ~I don't believe that that's any of your business, hound. Now may I join you, or is this meeting over?~
@24454  = ~All right, all right. You can travel with us... but watch your back.~
@24455  = ~You're right: This meeting's over. ~
@24456  = ~Of that, you have my word... Come, my late but unmourned captor has hidden a gem in an altar here. It is imperative that I return it to Raelis Shai of the Sigil theater troupe and soon. You have my assurance that her reward shall be generous.~
@24457  = ~You shall rue your acts of dishonor.~
@24458  = ~A word to the wise, however: It is best you come to her with gifts. I had a gem that would have served the purpose nicely, but the late Mekrath saw fit to steal it from my hands. It is in an altar in this place... I strongly recommend you take it with you. ~
@24459  = ~It means that I am ready to fight. <CHARNAME>... please watch my belongings. I shall leave them here when I enter the pit.~
@24460  = ~Shut up and get in the pit.~
@24461  = ~Now I like you, berk, and I have extended my hand in friendship. Will you extend yours in turn?~
@24462  = ~Welcome home, daughter. Do you return bearing good tidings?~
@24463  = ~Are you sure it's safe, Mazzy?~
@24464  = ~I trust in the gods, daughter. Use it on your sister and pray.~
@24465  = ~Praise the heavens.~
@24466  = ~I'm here, Pala. I am so sorry, love. It was my fault that this happened.~
@24467  = ~We've found a potion that could cure Pala.~
@24468  = ~Very well, Haer'Dalis. Friendship... Welcome aboard.~
@24469  = ~No, Mother, but we have no other choice. Pala is at death's door.~
@24470  = ~She breathes easier, and color returns to her features. It may be working.~ [MAZZY80]
@24471  = ~No, I don't believe I will. Something about you scares me, and I suspect it always shall...~
@24472  = ~Shush, Pala. You're home now. Everything will be fine.~
@24473  = ~I believe the jewel lies within an altar here... If we can find the jewel and complete the delivery, then I shall place myself at your every command.~
@24474  = ~Mazzy? I feel so tired. Where am I?~
@24475  = ~What happened to me? The last thing I remember was seeing Danno and drinking something.~
@24476  = ~If you find it, I ask that you deliver it to the playhouse of the Sigil theater troupe where I will be waiting. I will see to it that my mistress rewards you greatly. Now fare thee well, my hounds of rescue, for time is short.~
@24477  = ~Gently, Danno. She needs rest. We can speak of this when she is stronger.~
@24478  = ~She is resting now, and I am most relieved. If all goes well, I shall be ready to leave when Pala awakens again. I shall understand, however, if you cannot wait.~
@24479  = ~Thank you. Tomorrow...~
@24480  = ~Go well, <CHARNAME>, I shall remain here if you need me at another time.~
@24481  = ~We can wait. Take care of your sister. We will return.~
@24482  = ~We've been away too long already. We must return to our quest.~
@24483  = ~Yes, I shall sleep.~
@24484  = ~This is the second half of the Rift Device Rod. The completed Rod may be used for the destruction of the Unseeing Eye.~
@24485  = ~The mysterious Rift Device
This rod is said to be so destructive that it was cursed by the gods and buried deep within the earth. The ancient god Amaunator and his worshippers were charged with the task of guarding it. Amaunator's fading avatar has allowed you to use it with the expressed purpose of destroying the Unseeing Eye. The avatar asked that you return it when your task is done, as it would be exceptionally dangerous to bring this device above ground.

STATISTICS:

Weight: 1~
@24486  = ~The store behind this door is small and sells only sundries, trinkets, foodstuffs, or other goods of no real interest or value.~
@24487  = ~If we can find it, a certain Raelis Shai of the Sigil theater troupe shall reward us greatly for its return. Come, let us search for it and be done with these wretched airs.~
@24488  = ~From what the spectral harpists have said, you gather that this bird was once poor Montaron. This would be what Xzar is looking for.

STATISTICS:

Weight: 1~
@24489  = ~All of the Harpers that you have met in this area were wearing one of these amulets. Perhaps it somehow identifies one as being a Harper. Could there be a section of this building that can only be accessed by Harpers?

STATISTICS:

Weight: 1~
@24490  = ~Renfeld asked that you take him or his remains to a man named Rylock in the Docks District.

STATISTICS:

Weight: 50~
@24491  = ~Should you find it, I ask that you deliver it to me at the playhouse of the Sigil theater troupe. I will see to it that my mistress rewards you greatly.~
@24492  = ~Oh! 'Tis like a nightmare. Yet more hooligans tracking their filth through the halls! I told your commander you'll get no more from me than condemnation. Marching into a home like this...~ [DELCIA02]
@24493  = ~The corruption in the city is widespread... even amongst my own people. It is a pity.~ [MAZZY17]
@24494  = ~You wound me... 'twas a simple verse. You think, mayhap, that my brain has been addled too long by arcane spells? Oh, what tragedy!~
@24495  = ~It does not befit an aspiring knight to speak in such a manner.~ [MAZZY45]
@24496  = ~Listen you must, Anomen, if you hope to learn. You are only a youth, so I shall let your insults melt away. I say only what a paladin would say in my place.~
@24497  = ~No knight would speak such things.~
@24498  = ~You can... feel the wrongness in such a place. It has seeped into the very rocks themselves.~ [MAZZY18]
@24499  = ~It feels good to be traveling in the open during the day. Adventure and virtue mesh well, I think.~ [MAZZY19]
@24500  = ~Oh, call me a halfling if you must, but I find myself incredibly hungry at the moment.~ [MAZZY20]
@24501  = ~How may I assist?~ [MAZZY21]
@24502  = ~I daresay I have tried to wean Nalia off such charities, but I have failed. Why else would such as you be here? You sound like a noble, but you are obviously more adept at arms than societal graces.~
@24503  = ~Please do be quick about it; I am catching an alarming sniffle and could do with a warm fire. If I catch my death, I'll have the hide of the peasant in charge of the heat.~
@24504  = ~I should not like to see her die of some virulent contagion after coddling peasantry like yourselves. Not that she listens to me, as your presence here illustrates.~
@24505  = ~Oh... Blast it, you people have no sense of proper dramatics! Come on, let's try that one more time.~
@24506  = ~You are the lady of the house? I have come on behalf of your daughter.~
@24507  = ~You are the lady of the house? I have come on behalf of your daughter.~
@24508  = ~Shut your mouth. I'm here to rescue you, and I don't need backtalk. Nalia sent me.~
@24509  = ~Please keep quiet, m'lady. There are those about that would do us harm.~
@24510  = ~So I'm to be your prize, am I? A mockingbird to sing your petty praises?~
@24511  = ~You are at my mercy... this is a fine home... I will enjoy taking its treasures.~
@24512  = ~If you want to go, go. I'll not hold you to this deal.~
@24513  = ~Don't flatter yourself. You're a slave, a whipping boy. Nothing more.~
@24514  = ~My prize? I don't own anyone. I would rather you were my friend.~
@24515  = ~Mekrath has given you to me fairly... your only other choice would have been to remain a mindless slave.~
@24516  = ~I'm from Imnesvale in the Umar Hills. People h-have been disappearing. Some of them have t-t-turned up, but they're all turned inside out and mad. ~
@24517  = ~What are my choices?~
@24518  = ~That's for you to figure out. You've got your freedom; now go.~
@24519  = ~If you wish to join with me, you may do so, but only as a free man. If you wish to go, then go. If you need help, I'll gladly assist you.~
@24520  = ~Things are rarely a question of choice in this world. More often they are questions of destiny.~
@24521  = ~My knight miniature has escaped and returned with more souls to feed upon. Welcome, all.~ [SHADEL02]
@24522  = ~Gently, lady knight. You were to be my consort.~ [SHADEL09]
@24523  = ~Hah hah! So noble! A night on this altar would have made you a worthy consort. Don't look so harshly upon me. You would be a most evil shade. The Laws of Chaos subvert. The noblest souls in life make for deliciously evil undead...~ [SHADEL10]
@24524  = ~Is this how you will have it? Regrettable; however, we'd have ruled these weak fools together... Come, my shades, make short work of them and they shall join our army if not our family.~ [SHADEL11]
@24525  = ~Something is awry... I—I sense fresh souls. Who intrudes upon me? More unlucky adventurers come to swell the ranks of my dark army?~ [SHADEL03]
@24526  = ~I suppose such actions are the only means of raising your status, but I still want your tromping about in these halls kept to a minimum. Delousing will interfere with my social schedule. ~
@24527  = ~Consorting with people like you will kill Nalia, like it did her mother. Some plague rewarded her charity with fever, and still I cannot put a stop to it.~
@24528  = ~Obviously, those filthy creatures have swung the doors wide to any common traveler. You do look somewhat different than the fiends that entrapped me.~
@24529  = ~Nalia sent you, didn't she? Only she would know where to get such ruffians. Consorting with servants will leave her dead like her softhearted mother, earning a virulent fever for her charitable excesses. ~
@24530  = ~I have a hazy recollection of it being in an altar here... but should you ever find it, I know an actress of the Sigil theater troupe, Raelis Shai, who would pay a fine reward to any who might bring it to her. ~
@24531  = ~Twisted fiend! Only death will stop me from avenging those noble souls that you have stolen!~ [MAZZY86]
@24532  = ~I would never join with you! Every fiber in my being would resist.~ [MAZZY87]
@24533  = ~You will be fully dead when I am through with you.~ [MAZZY88]
@24534  = ~I must find it again so it may be returned to its rightful owner, Miss Raelis Shai of the Sigil theater troupe... Your help in this would mean a million worlds to me.~
@24535  = ~Your friend Mekrath stole from me a certain gem that I must have back. If you can find it in this place... in an altar, if I remember right... please bring it to me at the playhouse. You will not go unrewarded. ~
@24536  = ~But I am a bird, a nightingale, a wren! I am a dark, scorched hound of chaos come to see this world again.~
@24537  = ~You're bloody nuts is what you are.~
@24538  = ~Quit your noise unless it brings with it something of value. You are my slave, and as such shall you travel with me.~
@24539  = ~All right, all right! You're a little birdie or a puppy dog or whatever it is you want, just don't talk incessantly about it.~
@24540  = ~The gem is in an altar here... so let's return it and reap a good reward. So put aside your illusions of grandeur for a while and help me find the blasted thing before Mekrath comes back. ~
@24541  = ~I suppose I should expect nothing less. Your lack of breeding is apparent in your close-set eyes. Loot as you will, but you will not get the satisfaction of a fearful response from me. ~
@24542  = ~Perhaps I will loot as I please, but I have a task as well. I am here on Nalia's behalf.~
@24543  = ~I think you should be afraid. I do not keep baggage for no purpose. Prepare to die. ~
@24544  = ~Do as you will. I will not lose my dignity just because you threaten my life. Indeed, I would rather die than lose respect for myself. Frankly, I don't know how you peasants stand it.~
@24545  = ~Of course, milady. Nalia awaits you outside. Simply leave the way I came.~
@24546  = ~If it were not for the efforts of your servants, you would be dead even now.~
@24547  = ~Quite so! The little rotters should know their place well. Dock their wages if they live.~
@24548  = ~...until yon mage cast me into bondage, of course. Miss Shai will reward you greatly for the jewel, of that I have no doubt. So come, I believe it lies in an altar here... let us find it 'ere the wizard returns.~
@24549  = ~I'm having second thoughts about effecting your release. I find your attitude... distasteful.~
@24550  = ~ 'Twas mine before my capture, and I was delivering it to Raelis Shai, the mistress of the Sigil theater troupe. I do not doubt that she would still reward us greatly for its delivery. Come, let us find it and be gone from here before the wizard fool returns.~
@24551  = ~Well, I can fault her for her acquaintances, but at least she is not here to dirty herself with... ugh... combat. Thank you for the assistance. Please, try not to touch me as I pass.~
@24552  = ~Be thankful you do not manage such creatures; they are impossible. What am I saying? You will NEVER need to worry about that. Just don't have the blood for it.~
@24553  = ~Well, nicely voiced for someone of dubious breeding. Perhaps... no, one must remember one's station. I will find Nalia. At least she stayed out of the... ugh... combat.~
@24554  = ~Do you now? Perhaps you are unsure where your place is? Below mine, and while your current actions may place my life in your hands, they certainly do not elevate you above your true station. ~
@24555  = ~Oh, a rose by any other name... My dear and rescuing raven, you don't even know me. What if I turned out to be quite unfriendly and not at all a nice person to be spending time with?~
@24556  = ~Then I'd put you at the front of the group and let the trolls have at you.~
@24557  = ~And if I skewered them all upon my blades?~
@24558  = ~You seem harmless enough.~
@24559  = ~Oh, it's quite simple, really. I'd kill you or abandon you in the depths of some dungeon somewhere.~
@24560  = ~Point taken. Tell me about yourself, then.~
@24561  = ~All right, then... just join with me and we'll figure it out as we go along.~
@24562  = ~Blades?~
@24563  = ~I don't have time for this... if you really want to go, then go. I don't need a companion who babbles so much.~
@24564  = ~I'm just going to stand here in stunned silence for a moment.~
@24565  = ~As you would have it, milady. You are free to go.~
@24566  = ~I should take revenge for the commoners. Yes, I think it is time for you to die.~
@24567  = ~It is in an altar here, and we must bring it to Raelis Shai, mistress of the Sigil theater troupe. I assure you, she shall be more than pleased to see it. Come, let us find it before more unpleasantness occurs.~
@24568  = ~I am not evil, nor am I your enemy. I am simply your better, and the better of those that serve me. Now stand aside and let me pass. I've languished here quite long enough.~
@24569  = ~I wield two blades, Decay and Destiny, and in my hands, the two are as one. Care ye for a poet and a warrior-bard?~
@24570  = ~I'm just going to stand here in stunned silence for a moment.~
@24571  = ~As you say, milady. You are free of this place.~
@24572  = ~You are no less a villain than those I've come to fight. You will die here today!~
@24573  = ~Haer'Dalis, there is always room for one such as you within my company.~
@24574  = ~I have no need of one with such a dark disposition. Go, then, and if we meet again, let it be by chance.~
@24575  = ~Try to contain the drooling when your jaw goes slack like that. This is the way out? I shall find Nalia; at least she did not partake in the indignity of combat.~
@24576  = ~I doubt he will say a word. He's as soft as Nalia at times, but he does not lower himself to dealing with his lessers. Do rescue him, will you? It is your duty, I believe.~
@24577  = ~In an altar here, if I remember right. Once this gem was mine, you see, and it must be mine once more that I might deliver it to Raelis Shai of the Sigil theater troupe, for she has need of it. Come, let us search this place and then make this long-delayed delivery.~
@24578  = ~Look how these people squander their wealth. Children lie starving in the street while the wealthy concern themselves with acquiring the latest Calimshan silks.~ [NALIA51]
@24579  = ~Ignorance has always been a convenient excuse for the rich to live out their lives in comfort.~
@24580  = ~It can be done. My noble birth does not affect my actions today, but I do agree that most nobility will not understand poverty until they suffer it themselves.~
@24581  = ~For a time, yes. But the poor understand what it's like to be trampled upon. They would show compassion.~
@24582  = ~Oh! 'Tis like a nightmare. Yet more hooligans tracking their filth through the halls! We shall have to vacation for a tenday while the whole building is deloused. ~ [DELCIA02]
@24583  = ~You are angry, my friend. This I understand implicitly. Injustice and indifference have always been the banes of our society. I often suspect that these sins pose more of a danger to us than any dragon ever could.~ [MAZZY67]
@24584  = ~~
@24585  = ~The trappings of one's family and past are not easy to throw away. It takes more than a glimpse of poverty to bring an epiphany to someone.~
@24586  = ~That may be true, but by casting the rich down, are we not merely creating a new impoverished class?~
@24587  = ~~
@24588  = ~Allow me to tell you a tale. In a distant barony, there was a village, lorded over by a cruel baron given to excesses of body and spirit.~
@24589  = ~Now, it came to pass that a man named Kalos fell in love with a woman named Dana. A marriage was set for after harvest. Kalos and Dana were filled with joy.~
@24590  = ~Soon after, the baron came to the village collecting taxes. He saw the beautiful Dana, and he had his guards take her so that he could possess her.~
@24591  = ~When Kalos heard Dana was gone, he and his friends took up what arms they could. They stormed the baron's manor unthinking, like men gone berserk. ~
@24592  = ~~
@24593  = ~~
@24594  = ~Anyone can be weak, Nalia. We like to hope that the oppressed never become the oppressor, that we would behave better than those above. Alas, it is not always so.~
@24595  = ~If you could only find it and bring it to my quarters at the playhouse beneath the Five Flagons Inn, I promise you Miss Shai would be most grateful. ~
@24596  = ~*sigh* Aunty, please! We have come to rescue you!~ [NALIA92]
@24597  = ~That is all I can ask, Nalia. In the meantime, as I have heard it said: We be adventurers; let us adventure.~
@24598  = ~Nalia? Oh, my dear, what have you brought home with you this time? I have told you about consorting with such creatures. You will only end up like your mother.~ [DELCIA06]
@24599  = ~Perhaps this is something that I should think upon, but I still say there is no excuse for the actions of some.~
@24600  = ~Yes, yes, yes, you have told me a hundred times or more about my mother's death. I'll thank you kindly not to do so again.~
@24601  = ~It bears repeating, my dear. She would slum as you do, offering charity to those beneath her, and her reward was a pestilence that took her life.~
@24602  = ~Aunty! Treat them with respect! Would you rather die than accept help from the commoners? We could learn compassion from these people.~
@24603  = ~You may not like my words, but you shall no doubt appreciate the gifts my mistress has prepared for its return. Take care and good speed, for I hope we meet again.~
@24604  = ~My dear Nalia, I wouldn't turn down the chance to live another day, but living another day as... one of them... You soil yourself dealing with your lessers.~
@24605  = ~Milady, we should save such discussion for another TIME. Let's move on. NOW. ~
@24606  = ~The measure of a person is the quality of their life and how they live it, not how they are judged.~
@24607  = ~Lessers? Many a servant has undoubtedly fought to help here today!~
@24608  = ~Oh please, don't get her started.~
@24609  = ~Funny, that: I'm an actor.~
@24610  = ~What am I saying? You will NEVER need to worry about being in a position such as I hold. Simply don't have the blood for it. ~
@24611  = ~I'm just going to stand here in stunned silence for a moment.~
@24612  = ~Nalia, I think we should let your aunt get to safety while we MOVE ON. Now. Please.~
@24613  = ~Perhaps I should leave you to the trolls. Perhaps I shouldn't wait for them to kill you.~
@24614  = ~Then why are you here? Did Mekrath not like the show?~
@24615  = ~Oh no, please don't get her going...~
@24616  = ~I merely wish that people respect the borders that fate has placed them within. I meant no disrespect other than that which you are already due.~
@24617  = ~Well, maybe you're not very good...~
@24618  = ~An actor? Would I have seen any of your work?~
@24619  = ~Would you mind if we recovered it from an altar here? She would be pleased to meet you, I am sure, and would take even more kindly to you if we could only find that jewel.~
@24620  = ~You will not! I won't tolerate this! Tell me you were kidding and that we simply did not understand the joke. Tell me...~
@24621  = ~I would like that, Haer'Dalis.~
@24622  = ~Come then, let us tear this wretched place asunder in our search.~
@24623  = ~Oracle~
@24624  = ~Return to your playhouse, Haer'Dalis. I shall look for this jewel you speak of and bring it to you there.~
@24625  = ~Then I shall wipe you clean from the slate that is my memory. I was not freed from this foul place: I escaped. If you change your mind, however, you know where I can be found.~
@24626  = ~I can naught but trust you, my dark hound of rescue... Return to the playhouse soon that we might speak under less urgent circumstances.~
@24627  = ~Yes, and maybe the trees turn gold in spring. Look, I shall join you if you wish, but if not, I have more pressing engagements to attend to. What have you to say?~
@24628  = ~I meant nothing by it. Join me, if you like.~
@24629  = ~Well, if you have more pressing engagements, then leave me here by all means. I'll be just fine here, I assure you.~
@24630  = ~I like your wit. Go, take care of whatever engagements you may have. There shall always be room for you at my side.~
@24631  = ~Raelis Shai, mistress of the Sigil theater troupe beneath the Five Flagons Inn, would be more than pleased to have it in her possession. Come, let us retrieve it and make haste unto the playhouse.~
@24632  = ~I believe the gem to be in an altar here... if you could retrieve it and return it to me at the playhouse, Mistress Shai would be most pleased. It would be advisable that you hurry too, as Mekrath will no doubt be returning shortly. Now I must go.~
@24633  = ~My apologies. We should move on though. Now. Before something... happens.~
@24634  = ~Before my capture at Mekrath's hands, I carried with me a certain gem. I believe it to be in an altar here... Deliver it to me at the playhouse below the Five Flagons, and Miss Shai will be more than grateful.~
@24635  = ~I merely wished to make her realize her status was worthless at the moment. That is all.~
@24636  = ~I do not take kindly to being insulted. She and her haughty attitude should die!~
@24637  = ~I'm just going to stand here in stunned silence for a moment.~
@24638  = ~Fine... errr... milady. Nalia, should we not be moving on? NOW would be nice.~
@24639  = ~I am the one with your life in my hands. Perhaps I should not wait for the trolls to kill you.~
@24640  = ~Aunty!~
@24641  = ~Try to contain the drooling from your slack jaw—it's bad for the floor. Coming, Nalia? I suppose not. Go where your "friends" bid; I will wait where it is safe.~
@24642  = ~As you wish. Do try to stay clean, Nalia, and try not to get killed. I shall wait where it is safe, and we shall talk again. For now go with your... "friends."~
@24643  = ~Hmm? Oh! Yes, we should... really get moving. You will be safe back the way we came, Aunty, but I cannot go with you yet. ~
@24644  = ~Do you see, child? See how they react? Do not presume they think like us just because you pity them. Come, my dear, we should run from this place before we are harmed, by "friend" or by foe.~
@24645  = ~You needn't whisper, dear, but do try to refrain from talking behind my back with the help, will you? It does not do them good to see their betters maligned. ~
@24646  = ~They aren't like that! Many are deserving, and... I thought them worthy, but... they are as intolerant as... we are. I... I think I would rather leave it all...~
@24647  = ~Understandable, but it is hard enough to convince her of the worth of others without them threatening her. Not that she shouldn't be used to it...~
@24648  = ~Rather an amusing bit of restraint on your part, and I appreciate that. She's decent enough but very set in her ways and hard to deal with. Come, we must rescue my father.~ [NALIA72]
@24649  = ~What? And who be you then? Come 'round the back way, did ye? I suppose ye must have. Nothin' but trolls and snakes the front way. What are ye doin' here then?~
@24650  = ~Fear not, I have come to rescue you. ~
@24651  = ~I've come to get you fool peasants out of here before you get killed.~
@24652  = ~I'm here to rout those trolls and snakes. I'll teach them to pillage poor commoners.~
@24653  = ~Perhaps I'll take this place for myself, right out from under those trolls and snakes.~
@24654  = ~You? Rescue me? I ain't nobody, even the trolls know that, so they left me to tend the animals 'cuz I ain't no threat. Did Miss Nalia send you?~
@24655  = ~She doesn't want any more people to die, and she hired me to make sure of it.~
@24656  = ~Now why would you want to go and do something like that? Sure don't sound like you care much for the likes of me. It were Miss Nalia what sent you, wasn't it? ~
@24657  = ~Yes, she doesn't want any else to die here, and I'm to make sure of it.~
@24658  = ~Will you now? And why do you care about this place? Could only be two reasons. Either you heard this place ain't as poor as you say, or... or Miss Nalia sent you. ~
@24659  = ~And who told you what was going on here? The Roenalls are hungry for this place, but they don't speak to your kind. Miss Nalia probably sent you, and now you've double-crossed her.~
@24660  = ~Ahh, what if she did? I still don't care for you; I'm just in it for the gold.~
@24661  = ~Never heard of her. I heard of this place being attacked and thought I'd take a look.~
@24662  = ~No offense meant, but are you here to really help, or are you here to say how much someone should help? Miss Nalia is a bit more talk than action sometimes.~
@24663  = ~She wants to make sure no one else dies here at the hands of those trolls.~
@24664  = ~Nalia did send me, and I just meant that I would stop the trolls from taking over. ~
@24665  = ~Don't care what brought you here if it gets me out alive. I'm no stranger to people helpin' for the wrong reasons. Got Miss Nalia for that. No matter, help is help is help, I always say.~
@24666  = ~Yeah, but I don't care for any of you, at least not beyond what she's paying me.~
@24667  = ~Maybe I just heard about the attack and wanted to help. What concern is it of yours?~
@24668  = ~That she did, but I am still only here for the combat and any reward I might get.~
@24669  = ~Nalia, never heard of her. I just go where there's adventure to be had.~
@24670  = ~It's not like that at all. I'm just more interested in the combat and reward. ~
@24671  = ~And what if I have? Are you going to do something about it?~
@24672  = ~Nothin' personal, but thrillseekers like you get us little guys hurt. I guess you're better than nothing, and probably better than Nalia. She means well, I suppose, but she's still a noble. ~
@24673  = ~Any people left probably just want to leave and won't get in your way. Them nobles won't fight you either. Nalia might if she were here, but you never really know with her.~
@24674  = ~I'm here to help, but I need information about the trolls. Numbers and such.~
@24675  = ~I will do my best. How many people are still alive around here? Are they hiding?~
@24676  = ~What do you mean by that? She sure seems to care about what happens to you.~
@24677  = ~Do you know how many trolls are in this place, or if they have a leader?~
@24678  = ~Are any people hidden around here, or are any left alive at all?~
@24679  = ~What do you mean about Nalia? She seems to care a great deal.~
@24680  = ~Thanks for the vote of confidence. So, can you tell me anything about the trolls?~
@24681  = ~I don't suppose you know how many other "little guys" are still alive, or where they might be hiding?~
@24682  = ~What do you mean when you say that about this Nalia person?~
@24683  = ~Can you tell me how many trolls are in this place, or if they have a leader?~
@24684  = ~Maybe I'll leave you and your friends alone, maybe I won't. How many of you are left alive?~
@24685  = ~What do you mean when you say that about this Nalia person?~
@24686  = ~Maybe thirty. There was a big troll that seemed to be in charge. I've kept out of sight, but I also heard him bossing something called a "yuan-ti." I don't know how many of those there are. ~
@24687  = ~Probably took him down to the dungeon. Lord de'Arnise had his dungeon boarded up, but I think them trolls sniffed it out. Don't know why they didn't just kill everyone.~
@24688  = ~She may help occasionally, but we're still servants and she's still the noble. She's foolin' herself with her charity, but she tries at least.~
@24689  = ~And how many of your fellows have survived so far?~
@24690  = ~What were you saying about Nalia?~
@24691  = ~How many trolls did you think were here?~
@24692  = ~What was that about Nalia?~
@24693  = ~All right then, I'll be off to do my dirty work. Try to keep out of harm's way.~
@24694  = ~All right then, I'll be off to do my dirty work. Try to keep out of harm's way.~
@24695  = ~How many trolls did you think were still here?~
@24696  = ~And how many of your fellows did you think were still alive?~
@24697  = ~All right then, I'll be off to do my dirty work. Try to keep out of harm's way, will you?~
@24698  = ~I've all I need from you. How about you start running, and we see how far you get?~
@24699  = ~I've all I need from you. How about you start running, and we see how far you get?~
@24700  = ~I've all I need from you. How about you start running, and we see how far you get?~
@24701  = ~I'll just be staying right here, thanks all the same. They ain't bothered to come get me yet, and if you go out there making trouble, I think this is the safest place for me. ~
@24702  = ~You can't be serious?! If I go running, they'll hear for sure, even if you don't kill me yourself. I'm dead either way, and they'll raise the alarm! You don't really want to do that, do you?~
@24703  = ~Of course not, just having a little fun with you. ~
@24704  = ~Best you start running and hope for the best. Don't make me say it again.~
@24705  = ~I don't know much, but I know that wasn't funny. Please, leave me.~
@24706  = ~You... you're no better than the monsters out there. Have it your way, but make no mistake, you will pay for this in the long run, I just knows it!~
@24707  = ~This place isn't open to your kind anymore. This estate and all its possessions are now in the care of Family Roenall. Move along, rabble.~
@24708  = ~He is well. He told me their strengths, and that a Lord de'Arnise was still alive.~
@24709  = ~This ring is worn by followers of the Storm Lord Talos, whose disciples await their god's wrath and welcome it eagerly. The ability to wreak havoc and ruin are the principle ideals that Talos desires to see in his subjects.

STATISTICS:

Weight: 0~
@24710  = ~He told me what we are up against, and I think I would rather leave this fight for someone else.~
@24711  = ~*sniff* *sniff* *sniff* *sniiiff* I smell you! I do... you gradunk no be hiding on TorGal!~ [TOGAL03]
@24712  = ~Stand forth and be judged, creature! Your reign of terror ends here!~
@24713  = ~I will not hide from such filth as you. Come and die, if you are brave enough!~
@24714  = ~I come here to speak with you. I do not wish to fight.~
@24715  = ~I wish to make a deal for the lives of your captives. I don't want anyone else to die here today!~
@24716  = ~Sorry, sorry, I rather think I've entered the wrong room. I'll just be on my way, no need to get up.~
@24717  = ~I rain 'cross many places. What think you gradunk leave here dry? I TorGal, and I trgank lead Rocksmash pack! We serve Stronger, so who traag you to say no?!~
@24718  = ~You grrranktal no tell me what be done! None but Stronger tell TorGal what fregRrrrt be done! Who you to say to Rocksmash pack? GweRrl?~
@24719  = ~CowardalRrrrr, you no fight? We come to fight! Stronger ask for things, but we fight anyway! You worthlessrrr if you gerrtragg no fight! What good you?!~
@24720  = ~Who ask grgath like you what should die? Rocksmash pack think all die, now have what stronger grrreth want. TorGal do good job, now you rrrthag die for fun!~
@24721  = ~Rocksmash pack tired from good job for Stronger, TorGal think you make good hrrtthrg fun time! We kill who own land, but kill you fergthhh for fun!~
@24722  = ~Mekrath stole it from me and has hidden it in an altar within this place. Come, let us rescue it from its unjust confinement and reap our reward at the playhouse. ~
@24723  = ~I believe it to be in an altar here... return it to me at the playhouse of the Sigil theater troupe. I assure you that my mistress, Raelis Shai, would be more than grateful. With your leave, my hounds of chaos, I must make my exit. I pray we meet again.~
@24724  = ~Goodman Valygar! I tire. Would you please prepare my bedroll and fetch extra wood for the fire? There seems to be a chill in the air.~ [MAZZY50]
