// creator : C:\Users\Chelif\AppData\Local\NearInfinity\app\NearInfinity.jar (v2.4-20260111)
// game    : H:\SteamLibrary\steamapps\common\Baldur's Gate II Enhanced Edition
// dialog  : lang\en_US\dialog.tlk
// dialogF : (none)

@0      = ~<NO TEXT>~
@11482  = ~Skeleton Cleric~
@11483  = ~Shadow Dragon~
@11484  = ~Shadow Dragon~
@11485  = ~Tamorlin~
@11486  = ~As self-reliant as always, <GABBER>. I did not really expect you to sate my curiosity. Farewell.~
@11487  = ~Tamorlin~
@11488  = ~Tombelthen Soldiers~
@11489  = ~Tombelthen Soldiers~
@11490  = ~I care little for your musings. Answer my questions or feel my wrath.~
@11491  = ~Lord Igen Tombelthen~
@11492  = ~Lord Igen Tombelthen~
@11493  = ~Mairyn~
@11494  = ~Here's your money.~
@11495  = ~Sorry.~
@11496  = ~Mairyn~
@11497  = ~Tombelthen's Journal (first half)~
@11498  = ~Yes, m'<PRO_LADYLORD>... but think on it awhile. I cannot stand by and watch a friend consumed by <PRO_HISHER> own pain.~
@11499  = ~If you are not my captor, then what do you want from me? Can you assist me?~
@11500  = ~I speak what truths I see, m'<PRO_LADYLORD>... Think on it awhile, for my sake if not for yours...~
@11501  = ~It seems that you have no wish to assist me. That being the case, farewell.~
@11502  = ~Ha! You threaten me? I had not foreseen this... excellent!~
@11503  = ~What do you mean by foreseen? What are you babbling about?~
@11504  = ~I tire of your games. I shall return to looking for an exit.~
@11505  = ~The greatest peril of ambivalence is that it is temporary. When you fall from it, I... I pray you fall towards the light, <CHARNAME>...~
@11506  = ~Such assistance as you will get from me depends on yourself. Are you prepared to answer a question?~
@11507  = ~To what end? Why do you need to ask me a question?~
@11508  = ~The future, the past, the present. All of these things and nothing. Tell me <GABBER>, are you prepared to answer a question?~
@11509  = ~Alone, I am no match for the essence of a dark god, but that is where faith comes in, is it not? Come, friend, let us forge a path of light into this world.~
@11510  = ~I will answer your question if it leads to you making some sense.~
@11511  = ~I will answer none of your questions.~
@11512  = ~To what end? Why do you need to ask me a question?~
@11513  = ~I will answer your question if it leads to you making some sense.~
@11514  = ~I will answer none of your questions.~
@11515  = ~I suffer a terrible curiosity; I see paths that branch in a thousand directions, and each a thousand again, but for all I see, <CHARNAME> remains a mystery.~
@11516  = ~All I wish is a single answer. Tip the scales this once to me, and I shall tip them to you in return. Shall you answer me or shall you strike out on your own?~
@11517  = ~I cannot allow the essence of Bhaal to manifest itself in a soul that holds no love of good... Forgive me, but it is time we faced each other.~
@11518  = ~Then here is my hypothetical question: You and your sibling are captured and locked in separate cells, unable to communicate. The mage responsible appears and speaks.~
@11519  = ~I will answer your question if it will lead to your making sense.~
@11520  = ~I will answer none of your questions.~
@11521  = ~If both of you press your respective buttons, both of you will die. The mage says that you have one turn of the hourglass to decide your action. Then he leaves.~
@11522  = ~If your faith demands it. I thank you for the service you tried to render.~
@11523  = ~Tell me, <GABBER>, do you press the button?~
@11524  = ~I will press the button.~
@11525  = ~I will not press the button.~
@11526  = ~I don't know. ~
@11527  = ~A knife in the back? So much for your talk of seeing this quest through unto the end.~
@11528  = ~Interesting. No action can be performed without consequences. Especially that which follows the noble path. Deal with this, noble one!~
@11529  = ~Then ready your blade, paladin, and prepare to fight the very child of a god.~
@11530  = ~A single act does not evil's minion make. I am the same <CHARNAME> I was a day ago.~
@11531  = ~It has come at a price, but one I would pay again... To the death then, m'<PRO_LADYLORD>, and perhaps we'll meet again on some distant future plane.~
@11532  = ~This is the end, m'<PRO_LADYLORD>. It always was... My destiny demands it as much as yours.~
@11533  = ~My blade has been ready all my life... Forgive me, but if there be godly blood in you, then I must spill it. It is my destiny and always was.~
@11534  = ~Old friends we have become, m'<PRO_LADYLORD>, I shall not argue, but balance has tipped, and if it takes either my death or yours to set it aright, then so be it.~
@11535  = ~Bit by bit and little by little, thus does innate goodness conquer the blood of an evil god. ~ [KELDOR81]
@11536  = ~Truly? I had not thought you to be a coward until this day. Mingle with your brethren, coward. I shall test your mettle!~
@11537  = ~Yes, but it is a private struggle, Keldorn. Please, let us not spend every hour in contemplation of it.~
@11538  = ~What does the church have to say about us godlings, Keldorn? Is there any hope for us?~
@11539  = ~I... I should think so!~
@11540  = ~Flaming Fist Scout~
@11541  = ~Flaming Fist Scout~
@11542  = ~Blaaarrrghghgh... *cough* Corn? When did I eats corn...?~ [DRUNK02]
@11543  = ~<DURATION>~
@11544  = ~W-whoa... Why're the streets so wobbly?~ [DRUNK03]
@11545  = ~~ [HUSAM04]
@11546  = ~Perform Bodhi's tasks to receive her aid

I have returned the smuggled goods to Bodhi, and she has given me a second task now. I am to go to the home of a merchant named Vulova and kill him... and leave a cloak and dagger she has given me in the man's fountain. The man's home is in the Government District between the jail and the government building. Once that is done, I must return to her.~
@11547  = ~Server is loading a game.
You can chat with the other players by typing in the box below.
Waiting until the server has finished loading ...~
@11548  = ~That answer will not suffice, <GABBER>. Choose again.~
@11549  = ~I will press the button.~
@11550  = ~I will not press the button.~
@11551  = ~I refuse to answer the question.~
@11552  = ~There's no sense in flattery, Keldorn. Goodness is learned and earned and struggled for, not innate, and you know that as well as I.~
@11553  = ~As you wish, though there are times when I cannot help but celebrate on your behalf.~
@11554  = ~Will there be a new god of murder? Will you and your siblings enter into some new pantheon? Are you destined for the Abyss? I wish I knew, <CHARNAME>.~
@11555  = ~Identify—R-click on item to use~
@11556  = ~Aaa... who be thee? Servants of the master?~ [RIELEV02]
@11557  = ~By the gods, what happened to you, man?~
@11558  = ~~ [HIT_02D1]
@11559  = ~Who is the master that you speak of?~
@11560  = ~I am servant to no one. Who are you?~
@11561  = ~The Abyss?~
@11562  = ~~ [HIT_02C]
@11563  = ~~ [HIT_01C]
@11564  = ~~ [HIT_03D]
@11565  = ~Silence yourself! I've no time to speak with... "pickled" men today.~
@11566  = ~~ [GNOLL10]
@11567  = ~Help us... please.~ [SLAVE02]
@11568  = ~Save me, dear sir. Please, save me.~ [SLAVE03]
@11569  = ~When asked about her past, MAZZY proudly states that she has spent numerous years adventuring around Amn with her other halfling comrades, basing out of her home town of Trademeet. The thought of Patrick and her other companions and their fates brings a shadow across her face, however. Mazzy is a dedicated servant of Arvoreen, the halfling god of war, and she resents the common perception by the bigger races that the stout folk cannot defend themselves or act with valor. If she could, Mazzy would be a paladin and battle against evil in Faerûn with the full power of her god to aid her.~
@11570  = ~Get me out of this hellhole.~ [SLAVE04]
@11571  = ~I just wish I could find a little country cottage and settle down. I don't know, bake bread, do some leather working, something other than this mad existence.~
@11572  = ~Raleo Windspear~
@11573  = ~Raleo Windspear~
@11574  = ~Oogie Wisham~
@11575  = ~Oogie Wisham~
@11576  = ~Spen Gil'meh~
@11577  = ~Spen Gil'meh~
@11578  = ~Maple Willow Aspen~
@11579  = ~How many of us do you think there are?~
@11580  = ~Maple Willow Aspen~
@11581  = ~I'm sorry, <CHARNAME>... I hope it doesn't come to pass, but I... I cannot promise you it won't.~
@11582  = ~Ha, who's to say what the future holds when even the prophets speak in riddles?~
@11583  = ~The question comes down to time and opportunity. Cyric was hunting him, after all... You are a haunted clan, I fear.~
@11584  = ~I am... dying... or dead... I remember not which. Where is the master?~
@11585  = ~Maple Willow Aspen~
@11586  = ~Reginald "Longtooth" Worthington III~
@11587  = ~Reginald "Longtooth" Worthington III~
@11588  = ~You speak true, but that only makes today more worth celebrating. Come, relax a little. You will feel much better for it, m'<PRO_LADYLORD>, I assure you.~
@11589  = ~Mr. Shade~
@11590  = ~Mr. Shade~
@11591  = ~Who is the master that you speak of?~
@11592  = ~Who are you?~
@11593  = ~Silence yourself! I've no time to speak with... "pickled" men today.~
@11594  = ~I have no idea where the master is, and if he is the one who imprisoned me, he'd best not come within reach.~
@11595  = ~He was my friend, I think... cast out, and one of us no longer... I cannot remember... Are you to take my place?~
@11596  = ~It is difficult to... to remember... I was Rielev... dead, I think.~
@11597  = ~Suspended, I be... I am... dying... dead. No matter, I must be your cruel dream as you are mine.~
@11598  = ~Strangers be ye? Aaaa... things have gone... bad... since I have died. Threaten not the master, for you shall... surely... perish... Driven is he, and power he seeks...~
@11599  = ~Are you dead or living? I don't understand what is happening here.~
@11600  = ~I will threaten who I wish, you freak! You are dead anyway and not worth my time.~
@11601  = ~Tell me, friend, do you know how to leave this place? How to escape?~
@11602  = ~~ [ACT_04]
@11603  = ~~ [ACT_06]
@11604  = ~~ [ACT_08]
@11605  = ~Freshwater Troll~
@11606  = ~Desert Troll~
@11607  = ~Who are you?~
@11608  = ~Spectral Troll~
@11609  = ~Who is the master?~
@11610  = ~As a servant of this bastard you call master? I think not. I will kill him if I can.~
@11611  = ~Who are you?~
@11612  = ~I have no time to speak with dead men in jars. Leave me to my searching.~
@11613  = ~Tell me, friend, do you know how to leave this place? How to escape?~
@11614  = ~Tell me, friend, do you know how to leave this place? How to escape?~
@11615  = ~Tell me, friend, do you know how to leave this place? How to escape?~
@11616  = ~Who is this master that you speak of?~
@11617  = ~I'm not sure that I understand what is going on here. Are you living or dead?~
@11618  = ~I prefer to attack more directly, but a trap will do for now.~ [EDWIN43]
@11619  = ~I have no time to speak with dead men in jars. Leave me to my searching.~
@11620  = ~~ [GORIN14]
@11621  = ~Spirit Troll~
@11622  = ~Prisoners be ye? Truly I have been... dead, but not dead too long. I seek... release... I have been alone for... too long. The master can take nothing more... I am forgotten.~
@11623  = ~What do you mean by "forgotten"? Why are you in this... jar?~
@11624  = ~What release do you seek? Can I be of assistance?~
@11625  = ~This doesn't seem to be going anywhere. I shall find my own way out.~
@11626  = ~Neither, neither. I am... between... the master has forgotten me... not killed me.~
@11627  = ~Are you dead or living? I don't understand what is happening here.~
@11628  = ~What do you mean by "forgotten"? Why are you in this... jar?~
@11629  = ~Is it true death that you wish? You wish me to release you from this state of non-death?~
@11630  = ~This doesn't seem to be going anywhere. I shall find my own way out.~
@11631  = ~Please! I am alone here. For too long, alone. If you must... escape... release me...~
@11632  = ~Eternal... life... was to be my reward for faithful service. The master has suspended me until he can cure me... return my youth to me...~
@11633  = ~Eeeeyaaah! The light! Ages of weariness, ages of burning! My master, I beg of you!~
@11634  = ~~ [AMB_E43A]
@11635  = ~~ [AMBE43B]
@11636  = ~Borinole Mann~
@11637  = ~Borinole Mann~
@11638  = ~Yer acquaintance I am glad to have made.~ [GNOMF01]
@11639  = ~Soon to go back to the grotto, I am. I miss the tunnels of home.~ [GNOMF02]
@11640  = ~You haven't seen griffins about, have you?~ [GNOMEF03]
@11641  = ~~ [GNOMF05]
@11642  = ~~ [GNOMF06]
@11643  = ~Sanadal Gwist~
@11644  = ~When asked about his past, ANOMEN is quick to state that he has been serving the Most Noble Order of the Radiant Heart for years, and after his Test, he will be a full and true knight. Anomen is reluctant, however, to speak of his noble upbringing, saying only that he entered the Order without the support of his father, Lord Cor Delryn. Since he could not be sponsored as a squire, Anomen chose the route of the warrior and priest of Helm, the god of guardians, and has fought many battles over the years against forces of evil. Anomen often says that he is confident that he will prove worthy of his knighthood, but sometimes seems to be trying to convince himself of that fact more than anyone.~
@11645  = ~Getting inside the asylum

It was easy to convince Desharik that I was crazy. Between Minsc and his hamster, Desharik was all too willing to have me thrown in the asylum. I am to be admitted forthwith, and then I shall find out what has happened to Imoen and Irenicus both!~
@11646  = ~Sanadal Gwist~
@11647  = ~~
@11648  = ~The de'Arnise keep has been invaded

TorGal is dead, and any remaining trolls will likely flee without a leader. Hopefully, the yuan-ti go as well. Now all that is left to do is go back to the palisade and tell everyone about the success.~
@11649  = ~~ [GANTL02]
@11650  = ~~ [WYVSR01]
@11651  = ~~ [WYVSR02]
@11652  = ~~ [WYVSR03]
@11653  = ~~ [WYVSR04]
@11654  = ~~ [WYVSR05]
@11655  = ~~ [WYVSR06]
@11656  = ~~ [WYVSR07]
@11657  = ~~ [WYVSR08]
@11658  = ~~ [WYVSR09]
@11659  = ~~ [WYVSR10]
@11660  = ~~
@11661  = ~Getting inside the asylum

Now that I have the wardstone to enter the asylum, Sime has left to send a message to Aran Linvail. She hopes that we can get some help from the Shadow Thieves now that the way into the asylum is clear.~
@11662  = ~Biff the Understudy~
@11663  = ~Biff the Understudy~
@11664  = ~~
@11665  = ~I am no master of yours. How is it that you have been imprisoned so?~
@11666  = ~It is burning me! My skin is afire with the crawling of ants! Oh, please, master, save me! I am not like your djinni to be coiled within a bottle for, for, ahhh!~
@11667  = ~~
@11668  = ~~
@11669  = ~High Hedge~
@11670  = ~Splurging Sturgeon~
@11671  = ~Blade and Stars~
@11672  = ~Helm and Cloak~
@11673  = ~Three Old Kegs~
@11674  = ~Elfsong Tavern~
@11675  = ~Inn~
@11676  = ~Candlekeep Inn~
@11677  = ~Black Dragon Gate~
@11678  = ~Jovial Juggler~
@11679  = ~Burning Wizard~
@11680  = ~Feldepost's Inn~
@11681  = ~Getting inside the asylum

I found where the "Pirate King," Desharik, is... and bribed a guard to allow me entrance to his office.~
@11682  = ~Red Sheaf Inn~
@11683  = ~Nashkel Inn~
@11684  = ~Sorcerous Sundries~
@11685  = ~General Store~
@11686  = ~Getting inside the asylum

It appears that Perth the Adept was under some kind of magical domination, and he attacked without provocation. Hopefully, this wardstone that was on his person will allow entry to the asylum.~
@11687  = ~Nashkel Store~
@11688  = ~Carnival Shop~
@11689  = ~Getting inside the asylum

I have convinced the cook and her helper to give the sleeping draught to Rerdes and the guards at the door to the cellar. The cook warned me that Galvena has her pet wizard with her, and that both will have to be killed.~
@11690  = ~Inside the drow city

Solaufein has warned me that I should bring no accidental harm to himself or Phaere when we engage the beholder. Such "accidents" happen too often in drow society, and no doubt I will be held accountable for such.~
@11691  = ~Thunderhammer Smithy~
@11692  = ~Blushing Mermaid~
@11693  = ~Tavern~
@11694  = ~~
@11695  = ~DIRECTPLAY LOBBY~
@11696  = ~The Northern Light~
@11697  = ~High Hall of Wonders~
@11698  = ~Lady's Hall~
@11699  = ~In this multiplayer session, you can either begin a new game or load a saved game.~
@11700  = ~Temple of Wisdom~
@11701  = ~Ah, er, yes... yes, it is I. What can you tell me of this place?~
@11702  = ~Oghma temple~
@11703  = ~Temple of Helm~
@11704  = ~Song of the Morning~
@11705  = ~I have no further wish to speak with you, strange one.~
@11706  = ~What is burning you, friend? And who is this djinni that you speak of?~
@11707  = ~Ancient Armor~
@11708  = ~Lucky Aello~
@11709  = ~Lucky Aello~
@11710  = ~Hentold's Dagger~
@11711  = ~Golin Vend~
@11712  = ~Golin Vend~
@11713  = ~Me young 'uns are waitin'.~ [FTOWN03]
@11714  = ~Something you require?~ [GENFG07]
@11715  = ~Yes?~ [GENFG11]
@11716  = ~Hello there.~ [GENFG12]
@11717  = ~What?~ [GENFG15]
@11718  = ~You'll feel the sting o' my boot if you bother me further!~ [WOMLC02]
@11719  = ~Greetings.~ [GENFG08]
@11720  = ~~ [GLANM01]
@11721  = ~~ [GLANM02]
@11722  = ~Chapter 6

Leaving Spellhold and following Irenicus and Bodhi, I ended up in the Underdark. There I learned that the pair had contrived to steal the eggs of Adalon, a silver dragon... and had bargained them to the dark elves in return for passage and perhaps a service I am unaware of. The dragon disguised me as a drow so that I could infiltrate Ust Natha, and through her efforts and mine, I was able to survive the Underdark, learning a bit of Irenicus and his plan along the way.

As near as I can figure, the actions of Irenicus nullified Adalon's influence as the guardian of an elven temple, and though the drow care little for conquest above ground, it has allowed them to deliver an insulting blow to the surface elves. The drow have now destroyed a very ancient and symbolic elven holy site, drawing a large elven force to secure the area and retaliate if necessary. Many have died on either side. Obviously, Irenicus plans to use the carnage to his advantage... but how?~
@11723  = ~I need a swig o' some strong, dwarven ale.~ [DWARF02]
@11724  = ~I wish I had my old tobacco pipe.~ [HALFL04]
@11725  = ~I prefer to attack more directly, but a trap will do for now.~ [EDWIN43]
@11726  = ~I have nothing of value... p-please, let me be.~ [BEGGR02]
@11727  = ~Please listen to me! Can you tell me nothing of this place?~
@11728  = ~Kiel.~
@11729  = ~Enough! I have had enough of your insane babble!~
@11730  = ~Please, master! The ants! Does your djinni have nothing of yours that may aid me? Ahhhh! I, I will take the statue and speak to him myself, if you will but let me!~
@11731  = ~Alain~
@11732  = ~Alain~
@11733  = ~He has forgotten you then, hasn't he...? But if you were a faithful servant, why?~
@11734  = ~I care not for your sorrowful story. I must return to my task.~
@11735  = ~~
@11736  = ~~
@11737  = ~cluck caw bucbuc becaw~ [AMB_E39A]
@11738  = ~I love money! Yes, I do.~ [MERCH04]
@11739  = ~becawp bwa ca~ [AMB_E39B]
@11740  = ~Ignatio Phleed~
@11741  = ~(There ain't nobody here but us chickens.)~ [AMB_E39B]
@11742  = ~Gondsman Leonardo's Helical Arial Wonder~
@11743  = ~Pump of Gond~
@11744  = ~Steam Dragon~
@11745  = ~Everlight~
@11746  = ~~ [AMNSO03]
@11747  = ~~ [AMNSO04]
@11748  = ~Mercenary~
@11749  = ~Mercenary~
@11750  = ~~ [BASSL02]
@11751  = ~Where can I find this statue? And who is this djinni? ~
@11752  = ~You desire release from this non-death? How can I help you?~
@11753  = ~~
@11754  = ~~
@11755  = ~Getting inside the asylum

I got inside the guild house by hiring one of the courtesans... and with another 100 gold convinced the courtesan to remain quiet while I had a look around.~
@11756  = ~Weather's been lousy lately.~ [FARME03]
@11757  = ~Stop a second there, young 'un, 'cause I've heard what you've gone and done for Ol' Brun.~ [WILTN01]
@11758  = ~So hard to find decent folk nowadays...~ [WILTN02]
@11759  = ~~ [WILTN03]
@11760  = ~~ [WILTN04]
@11761  = ~MOOooo~ [AMB_E42C]
@11762  = ~MOOooo~ [AMB_E42C]
@11763  = ~How long have you been in this... state?~
@11764  = ~Belching Dragon Tavern~
@11765  = ~Wyrm's Crossing~
@11766  = ~Armor Class Modifiers~
@11767  = ~Missile~
@11768  = ~Slashing~
@11769  = ~Piercing~
@11770  = ~Crushing~
@11771  = ~Allies recruited for the struggle against Bodhi

I asked the temple of Talos to help fight Bodhi, but Nallabir refused. He said that I must do so with my own strength.~
@11772  = ~~
@11773  = ~~
@11774  = ~~
@11775  = ~Dealing with the Trademeet genies

Khan Zahraa, the head of the Dao djinn, was quite pleased to receive the head of the rakshasa. It was all they were in Trademeet for, apparently, and they immediately left for Calimshan.~
@11776  = ~~
@11777  = ~~
@11778  = ~You travel down a long tunnel to a group of three burial mounds.~
@11779  = ~No Disc Detected. Game Aborted.~
@11780  = ~This house looks abandoned.~
@11781  = ~I suspect that you cannot even hear me through your madness. Is this true? Do you hear me?~
@11782  = ~Maltz's Weapon Shop~
@11783  = ~To <CHARNAME> and friends, with love.





Larry, Darryl, and Darryl. ~
@11784  = ~To <CHARNAME> and friends, with love.





Larry, Darryl, and Darryl. ~
@11785  = ~Release... yes! Master! I—I no longer wish to come back! Let me slip into the oblivion that has been denied me! Please!~ [RIELEV08]
@11786  = ~Calmly, my friend. How is it that I can help?~
@11787  = ~Rodnim~
@11788  = ~Rodnim~
@11789  = ~Hell Hound~
@11790  = ~Not enough free disk space to save game.~
@11791  = ~This is pointless. I must return to the task of escaping.~
@11792  = ~Mountain Bear~
@11793  = ~Mountain Bear~
@11794  = ~Timeout~
@11795  = ~group infravision~
@11796  = ~Hell Hound~
@11797  = ~Enable this option if you want infravision to be shown when any of the selected characters have infravision. If this option is off, infravision will only be shown when one character with infravision is selected.~
@11798  = ~Bard Song~
@11799  = ~Slow~
@11800  = ~Regenerate~
@11801  = ~I know not... Days... years... It is all the same, and my mind cannot grasp it. All alone.~
@11802  = ~Enough! I have had enough of your insane babble!~
@11803  = ~I am sorry. Is there some way that I can help you?~
@11804  = ~He has forgotten you then, hasn't he...? But if you were a faithful servant, why?~
@11805  = ~This is pointless. I must return to the task of escaping.~
@11806  = ~Aaaah! The burning!~
@11807  = ~Please give me the statue, master! Aaah, the pain crawls along my skin! Aid me, master! The djinni must have magic, must have something! Oh, please, the pain! Aaaaah!~
@11808  = ~He has forgotten because he does not wish to remember... what was taken... I barely remember myself.~
@11809  = ~Hell Hound Flame Breath~
@11810  = ~Do you want me to give you a release from this non-death?~
@11811  = ~Your long anguish has driven you mad, I see. I wish there was something I could do. ~
@11812  = ~This is pointless. I must return to the task of escaping.~
@11813  = ~Enough! I have had enough of your insane babble!~
@11814  = ~They may know how the master exits the complex. Will you take these cells to revive them and learn what you can, in return for this path to freedom I have offered ye?~
@11815  = ~Ah, so long have I lain. Behind this prison of glass do I weep and rage.~
@11816  = ~How long have you been trapped in that bottle, pray tell?~
@11817  = ~Coran and the wolfweres

I have encountered Coran, who told me that Safana has been kidnapped by a group of wolfweres. He does not know what they intend, and has bade me come quickly to the wolfwere encampment nearby to the east. ~
@11818  = ~Lucky Aello's Discount Store~
@11819  = ~Gerard Travenhurst~
@11820  = ~Gerard Travenhurst~
@11821  = ~Journey to the Windspear Hills

I was approached by a Lord Jierdan Firkraag, whose lands outside of Athkatla are being plagued by ogre bandits. He has asked that I journey to the Windspear Hills and kill these ogres, and has offered a 10,000 gp reward for the deed.~
@11822  = ~Who are you, may I ask? Can you tell me anything of this place?~
@11823  = ~This is the body of Samuel.

STATISTICS:

Weight: 115~
@11824  = ~Are you sure you want to remove this spell from your memorized spells?~
@11825  = ~pregenerate character~
@11826  = ~Shapeshift: Natural Form~
@11827  = ~Tell me where I am before I smash this glass and take what little life you have!~
@11828  = ~I have no desire to speak with you further.~
@11829  = ~DEAD~
@11830  = ~The multiplayer session has been terminated. The program version numbers for the server and client programs do not match.

Server program version: <SERVERVERSION>
Client program version: <CLIENTVERSION>~
@11831  = ~Clearing Game Data~
@11832  = ~The multiplayer session has been terminated. The mission pack version numbers for the server and client programs do not match.

Server mission pack version: <SERVERVERSION>
Client mission pack version: <CLIENTVERSION>~
@11833  = ~You feel very ill, and you have thrown up your previous meal. Your head is fuzzy, and you are confused as to why you are sick. Then you remember what Lothander had told you. You've been poisoned! Lothander wasn't lying after all, and only he has the cure.~
@11834  = ~Marek's potion looks to have 10 uses. More powerful than a normal potion of antidote, this potion would neutralize even the most lethal of poisons.

STATISTICS:

Special: Cures poison

Weight: 1~
@11835  = ~Marek's Potion of Antidote~
@11836  = ~I have called out so many, many times to thee. Master! Master! Why hast thou forsaken me? Why hast thou left me in this bottle to wither? Why?~
@11837  = ~Officer Vai~
@11838  = ~Looks abandoned. You peer inside and see only rotting beams and debris.~
@11839  = ~I will take the cells and revive the other servants. Have peace at last.~
@11840  = ~I don't need these cells or crystals to escape this place. I will not help you.~
@11841  = ~Why, master? I long only to hear thy words once more. Why? Whyyyy?~
@11842  = ~I thank ye... go and leave me to oblivion at last.~
@11843  = ~You are heartless. I again feel hate.~
@11844  = ~Can you tell me nothing? Do you not hear me?~
@11845  = ~Who is this master of yours? Why did he do this to you?~
@11846  = ~Leave me! Take the crystals and return me to oblivion!~
@11847  = ~This appears to be the claw of some great beast, perhaps a dragon of sorts.

STATISTICS:

Weight: 1~
@11848  = ~Little is known about this item, other than that the claw itself was taken from the corpse of the great beast Kazgaroth. It has multiple enchantments that all become activated when the claw is worn as a ring. The image of the wearer becomes blurred and more difficult to hit with weapons or target with spells. It has one drawback, however, as it seems to fuel its power with the blood of its wearer. Because of this, the wearer of the claw will often be more sickly and therefore more susceptible to poisons.

STATISTICS:

Equipped abilities:
– Constitution: -2
– Armor Class: +1, an extra +4 vs. missile attacks
– Save vs. Death: -3
– Save vs. Wand: +3
– Save vs. Polymorph: +3
– Save vs. Breath: +3 
– Save vs. Spell: +3
– May only be removed with a Remove Curse spell

Weight: 1~
@11849  = ~This seems to be the horn of some monster. It is blackened and twisted.

STATISTICS:

Weight: 1~
@11850  = ~This horn is thought to be made from one of the tusks of the great beast Kazgaroth. Who imbued it with enchantments is unknown, but it is a very potent item. When blown upon, no sound issues from the horn. Instead the user of the horn is encased in a globe of power for a short duration. The bubble gives the user partial Magic Resistance and a Saving Throw bonus, as well as partially deflecting incoming missile attacks. The effect only lasts 3 rounds, and the horn draws from the life force of the user every time it is used.

STATISTICS:

Charge abilities:
– Immunity to 1st and 2nd-level spells
– Armor Class: +5 vs. missile attacks
– Save vs. Death: +2
– Save vs. Wand: +2
– Save vs. Polymorph: +2
– Save vs. Breath: +2 
– Save vs. Spell: +2
– Damage done to user: Unknown

Weight: 1~
@11851  = ~Dagger of Venom +2~
@11852  = ~This dagger is a potent blade favored by assassins all across the realms. This particular dagger of venom was created for use by the Shadow Thieves of Amn. Every time it hits an opponent, it secretes a venom into the bloodstream of the creature. The venom works quickly and efficiently.

STATISTICS:

Combat abilities:
– Hit target suffers 1 point of poison damage per second for 15 seconds (Save vs. Poison negates)

THAC0: +2 
Damage: 1d4+2 (piercing)
Speed Factor: 0
Proficiency Type: Dagger
Type: One-handed
Requires:
 3 Strength

Weight: 2~
@11853  = ~I have no desire to speak with you further.~
@11854  = ~Perform Bodhi's tasks to receive her aid

Palern Flynn has been set free, unharmed, his captors dead. Now it is time to return to Bodhi and tell her that the deed is done.~
@11855  = ~Anomen's judgment

Anomen's trial has been completed: He has been found unworthy of being a knight within the Most Noble Order of the Radiant Heart. Anomen blew up, angry at the judgment, and stormed out of the Order's headquarters.~
@11856  = ~~ [AMB_M34B]
@11857  = ~~ [MISC_09A]
@11858  = ~~ [MISC_09B]
@11859  = ~~ [MISC_08A]
@11860  = ~~ [MISC_08B]
@11861  = ~Master, thou didst place me here out of kindness, but thou hast forgotten me! Have I simply slipped from thy thoughts? Master, please hear me!~
@11862  = ~This master has left you imprisoned in a bottle? What manner of person would do such a thing?~
@11863  = ~You have long been the friend of <CHARNAME>. You have found living in Candlekeep to be stifling, and have long nurtured the dream of becoming an adventurer. If you ever did go out on your own, you'd be sure to take along <CHARNAME>, for your friend harbors a wanderlust as great as your own.~
@11864  = ~The final battle with Bodhi

Bodhi has turned Jaheira into a vampire! Or... or very nearly. The process may not have been completed in the short time Bodhi has had her. Hopefully, something can be done or I will have lost her. Perhaps the elven war sage might know some way of restoration... or Elhan...~
@11865  = ~I have heard enough of your meanderings.~
@11866  = ~Sparring Dummy~
@11867  = ~Ioin Gallchobhair~
@11868  = ~Ioin Gallchobhair~
@11869  = ~Undead Knight~
@11870  = ~Undead Knight~
@11871  = ~Thou couldst not cure what was done, but surely thy magics have increased, master! Thou didst care for me once—let me help in thy search... do not forget me here forever! Pleeaaaase!~
@11872  = ~Journey to the Windspear Hills

It appears I have been tricked into killing a group of paladins. They wore illusions that masked them, disguising them as ogres, and apparently I appeared the same to them. The Most Noble Order of the Radiant Heart will surely take exception to this act, and I have only one witness to the event to say otherwise. I have accepted his offer of shelter at his cabin, a short distance south of where the killings took place.~
@11873  = ~Master! You must hurry! The prisoner will break soon, and you will have the answers that you seek.~
@11874  = ~No, master. I have not had the golem open the cells. He has no key.~
@11875  = ~Temple of Yondalla and Alvanhendar's Fine Wines.~
@11876  = ~Come on, be a man! See if fortune smiles on ya!~ [GAMES02]
@11877  = ~Come in poor, walk out rich!~ [GAMES03]
@11878  = ~Oh ho, ye're a lucky fellow, aren't ya?~ [GAMES04]
@11879  = ~You poor creature, I can do nothing for you.~
@11880  = ~Nalia abducted by Isaea Roenall

I brought all the evidence I had collected on Isaea Roenall's corruption to his commander's attention, warranting both Nalia's release and an investigation into the arrogant noble's dealings. I wonder if I will hear of the result... he certainly deserves whatever he gets.~
@11881  = ~I beg your forgiveness, master, but did you not leave the cell key at the table in the jailor's room?~
@11882  = ~~
@11883  = ~Getting inside the palace in Suldanessellar

Demin has confirmed that I have collected the necessary relics... I must now make my way to the temple and place them on Rillifane's statue.~
@11884  = ~Getting inside the asylum

Captain Golin told of a way of getting inside the asylum. Perth the Adept, a local representative of the Cowled Wizards, seems to be able to come and go from Spellhold at will. Golin says that the mage has a stone that allows this, and that I might be able to bribe him or take it from him.~
@11885  = ~You cannot hear me, I see, and I have heard enough.~
@11886  = ~~
