@81433  = ~试试来拿啊。谅你也不敢。~
@100468 = ~有谁去过小丑的房间并活下来的吗？~
@100469 = ~告诉我你对如飞的房间知道什么。~
@100470 = ~德纳顿的房间是什么样？~
@100471 = ~你对班诺的房间知道什么？~
@100472 = ~告诉我波尔·皮鲁斯的房间的事。~
@100473 = ~塞斯克·昆的房间——里面发生了什么有趣的事吗？~
@100474 = ~小丑的房间是我设想的死亡陷阱吗？~
@100475 = ~那么如飞的房间呢？~
@100476 = ~你知道我在德纳顿的房间里会发现什么吗？~
@100477 = ~我想知道。告诉我关于班诺的房间的事。~
@100478 = ~那波尔·皮鲁斯的房间呢？~
@100479 = ~塞斯克·昆的房间有那么危险吗？~
@100480 = ~你能告诉我任何德纳顿的住处的事吗？~
@100481 = ~跟我谈谈如飞的房间。~
@100482 = ~我在德纳顿的房间里可能找到什么？~
@100483 = ~真有趣。告诉我关于班诺的房间的事。~
@100484 = ~你对波尔·皮鲁斯的房间能告诉我什么？~
@100485 = ~真是无聊得令人失望。塞斯克·昆的房间是不是更有意思呢？~
@100486 = ~关于德纳顿的房间我有什么需要知道的吗？~
@100487 = ~小丑的房间是不是像她所想要的那样乱？~
@100488 = ~那德纳顿的房间呢？~
@100489 = ~我会试着抵制诱惑。关于班诺的房间你能告诉我什么？~
@100490 = ~如果你坚持的话。告诉我波尔·皮鲁斯的房间的事。~
@100491 = ~塞斯克·昆的房间——里面发生了什么有趣的事吗？~
@100492 = ~那多马姆斯的房间呢？~
@100493 = ~小丑的房间一片狼藉，不是吗？承认吧。~
@100494 = ~你能告诉我什么关于如飞的房间的事吗？~
@100495 = ~德纳顿的房间是什么样？~
@100496 = ~好吧，是你们听差里哪个把这弄得一团乱？卷轴扔得到处都是。我得花几个小时才能把它们放回去！~
@100497 = ~如果他别碍我的事，他不会有事。~
@100498 = ~我不同意。我们应该先对德纳顿下手。~
@100499 = ~等等。在我们动手前，我得先办完些事。~
@100500 = ~出发！开始起义！~
@100501 = ~如果塔特尔别碍我们的事，他会活着。如果他不肯，他就会死。就那么简单。~
@100502 = ~塔特尔必须为他的罪行付出代价。正义的要求。~ [OH100502]
@100503 = ~不。我们先攻击德纳顿。~
@100504 = ~在我们动手前，有些事我必须得办好。~
@100505 = ~你也许是对的。给我点时间。我需要在我们行动前办些事。~
@100506 = ~让反抗开始！~
@100507 = ~好吧。给我点时间，在我们开始攻击前，我需要办些事。~
@100508 = ~非常好。让我们来场起义吧！~
@100509 = ~你干的不错，<CHARNAME>，但你也就到此为止了。我不会让你毁掉德纳顿和我千辛万苦得到的。~ [OH100509]
@100510 = ~当然不，<CHARNAME>。这世界从来就不平等……除了竞技场里。只有在生死搏斗中一切才都变得平等。~ [OH100510]
@100511 = ~你是个傻瓜，<CHARNAME>。没有自由只有死亡，没有生活只有战斗。~ [OH100511]
@100512 = ~是的，我一直在等的时候到了！我几乎没怀疑过你会成为一个有价值的对手，<CHARNAME>。让我们在光荣的战斗里分个高下吧！~ [OH100512]
@100513 = ~你误会我了，<CHARNAME>。我既不需要，也不想要“平等”。激励我的是尊敬，而作为德纳顿的半身人副手，我应该得到它，即使这只是他的一个倒影。~ [OH100513]
@100514 = ~你误会我了，<CHARNAME>。我既不需要，也不想要“自由”。激励我的是尊敬，而作为德纳顿的半身人副手，我应该得到它，即使这只是他的一个倒影。~ [OH100514]
@100515 = ~因为我别无选择。我不能回到以前的生活里去！别人嘲笑我……布罗德掌管我的一切。我不会干的，我告诉你，我不会！~ [OH100515]
@100516 = ~即使这样，我别无选择。我不能回到以前的生活里去！别人嘲笑我……我不会干的。我不能，不是吗？~ [OH100516]
@100517 = ~布罗德那么做？真的？我……我没想到他是那种人。或许我误解他了……不，说什么都太迟了！现在我的任何前途都离不开德纳顿。他是我必须服从的人。~ [OH100517]
@100518 = ~布罗德那么做？真的？我……我没想到他是那种人。或许我误解他了……~ [OH100518]
@100519 = ~我不知道该做什么。我就是不知道！我……我……哦，这个竞技场完了，我现在看出来了。你注定要毁掉它，而我唯一的机会就是别挡你的道。很好。你不会再从我这里遭到抵抗了。~ [OH100519]
@100520 = ~我不知道该做什么。我就是不知道！我……我……哦，这个竞技场完了，我现在看出来了。你注定要毁掉它，但我不知道别的。如果它必须完结，那我就要和它死在一起！~ [OH100520]
@100521 = ~是的，再拖延不可避免的事也毫无意义。我将为你的死狂欢，<CHARNAME>。~ [OH100521]
@100522 = ~塔特尔是个弱者和傻瓜，但我不会这么容易被吓到，<CHARNAME>！我们要战斗，你和我。我们中的一个将离开，而另一个将被放在盾牌上抬走。~ [OH100522]
@100523 = ~说了那么多动听的话，<CHARNAME>，我们还是站在原点。那么来吧！我们要战斗，你和我。我们中的一个将离开，而另一个将被放在盾牌上抬走。~ [OH100523]
@100524 = ~我真正的身份，<CHARNAME>，是一个角斗士。我为崇拜、荣誉、不朽而战。那是我一直以来所做的和我一直以来想要的。你企图把它从我这夺走，但我不会允许你。我会先杀了你。现在自卫吧。~ [OH100524]
@100525 = ~我不是任何人的“傻瓜”，然而……你说的有点道理。如果我拿起武器保护德纳顿，我将从生到死都是他的棋子。不，德纳顿再也不能利用我。下次我在竞技场里战斗时，将是为我自己的选择和我自己的荣誉。很好，<CHARNAME>，这地方是你的。我不会再拦着你。~ [OH100525]
@100526 = ~很乐意。让我们来一场最好的比试吧！~ [OH100526]
@100527 = ~哈西姆斯，你在哪——那好吧！如果你一定要跑就跑吧！如果必要的话我会独自战斗！来吧，<CHARNAME>,，自卫吧！~ [OH100527]
@100528 = ~嗯，如果你不留下，我们也不会。我们拿的钱太少，才不去对付<PRO_HIMHER>这样的人！~
@100529 = ~别傻了，塔特尔。你和德纳顿不是团队。他没有——也永远不会——把你当作平等的。~
@100530 = ~加入我，塔特尔。这是你唯一真正得到自由的机会。~
@100531 = ~我很高兴找到你了，塔特尔。我都开始担心你会在我杀你之前就逃了。~
@100532 = ~德纳顿的事业——很可能还有他的生命——都完了。为什么要跟他一起灭亡呢？~
@100533 = ~布罗德要我保证不伤害你。如果你不插手，我会信守承诺。~
@100534 = ~如果你死了，不会得到尊重。给我让开！~
@100535 = ~别废话了，塔特尔。受死吧。~
@100536 = ~德纳顿的事业，很可能还有他的生命，都完了。你为什么还把自己绑在那辆车上？~
@100537 = ~布罗德要我保证不伤害你。别挡我的道，我就会信守承诺。~
@100538 = ~如果你死了，不会得到尊重。给我让开！~
@100539 = ~你只会得到血腥的死！~
@100540 = ~你误会布罗德了，塔特尔。他关心你。他要我保证不伤害你。如果你不插手，我会信守那个承诺。~
@100541 = ~你的选择很简单。给我让开，或者死！~
@100542 = ~如果你不肯回到原先的生活，我会给你一个崭新的死亡！~
@100543 = ~我没时间在这上面。你到底是闪开还是不？~
@100544 = ~如果你不肯活，那你就死定了！~
@100545 = ~德纳顿已经毁了，塔特尔。这整个竞技场和所有跟它有关的人都会被抹杀，一个要被遗忘的难堪。~
@100546 = ~瞧，你有个简单的选择。给我让开，或者死！~
@100547 = ~你跟着他去死吧！~
@100548 = ~没时间扯这个。你到底是闪开还是不？~
@100549 = ~把你的愚蠢带到坟墓里去吧！~
@100550 = ~西姆，你现在有个选择：为你的自由而战或者增强你的捕获者的力量。是时候决定你究竟是谁了。~
@100551 = ~啊，哈西姆斯。到死都是德纳顿的奴隶。~
@100552 = ~那让我们比一比吧，哈西姆斯。自卫吧！~
@100553 = ~西姆，你现在有个选择：为你的自由而战或者增强你的捕获者的力量。是时候决定你究竟是谁了。~
@100554 = ~啊，哈西姆斯。到痛苦、血腥的结局都是德纳顿的奴隶。~
@100555 = ~你还真是弄得一团糟，<CHARNAME>。你本来可以拥有财富、荣誉、不朽…取而代之，你会死，你的尸体被扔进一个不起眼的坟墓。又为了什么？~ [OH100555]
@100556 = ~你的愿望会被满足——至少部分地。我不确定你的这个小阴谋在任何意义上能构成“自由”。~ [OH100556]
@100557 = ~那很快就会被纠正。~ [OH100557]
@100558 = ~你什么都没学到吗？这是我的竞技场。在这里，我的话就是法律！~ [OH100558]
@100559 = ~你的命运仍然和以往一样。你会照我的命令去死，为这群人取乐。~ [OH100559]
@100560 = ~哦，当然当然。拜托，让我们开开窍！~ [OH100560]
@100561 = ~如此可怜的谎言救不了你，<CHARNAME>。~ [OH100561]
@100562 = ~你从哪得到那个的？我是说——我这辈子从没见过那日记！它是伪造的！~ [OH100562]
@100563 = ~不，我热爱的赞助人们，求你们！我永远不会图谋反对一位总督！别相信一个绝望<PRO_MANWOMAN>的谎言！~ [OH100563]
@100564 = ~一番漂亮的演讲，但话语在这里没什么作用。~ [OH100564]
@100565 = ~告诉我，你是怎么协调这场小叛乱的？谁帮助了你？~ [OH100565]
@100566 = ~很有意思。等你赢得自由，你打算怎样运用它？~ [OH100566]
@100567 = ~你享受在这里的任何比试吗？~ [OH100567]
@100568 = ~我懂了。非常有帮助。现在，我还想知道其他的……~ [OH100568]
@100569 = ~我不是在拖延。你让我入迷，真的。~ [OH100569]
@100570 = ~终于！这花了你够久的时间！~ [OH100570]
@100571 = ~终于！这花了你够久的时间！你是对的，<CHARNAME>，我在拖延你。~ [OH100571]
@100572 = ~你有泰拉斯奎兽，普兰塔？它在这吗？~ [OH100572]
@100573 = ~这样的怪物超出我们的能力。再派我们去出那样有去无回的任务，我们的关系——不谈你的命——就到此为止。~ [OH100573]
@100574 = ~我们的分歧可以晚点再处理，如飞。有更加紧迫的问题要解决。我需要你恢复竞技场里的秩序。~ [OH100574]
@100575 = ~马上完成。~ [OH100575]
@100576 = ~与其活着当奴隶，不如为自由而死。~
@100577 = ~我还没死，德纳顿。~
@100578 = ~口气真大，德纳顿。而且就快是你的遗言了。~
@100579 = ~啊，是的，人群！你一向那么期盼我对“热情的崇拜者”致意。我现在可以这么做吗？~
@100580 = ~走着瞧。~
@100581 = ~告诉我，德纳顿，这里的人知道你和萨扎斯·坦阴谋除掉一位总督，让你取而代之吗？~
@100582 = ~你们要知道的一切就是这个竞技场完了。下层的奴隶们打败了卫兵们。你们将见证这里发生的最后一场战斗。这一次，奖励是自由——不止是我的，还有那些全体下层的。而我最后的对手是我们的压迫者，德纳顿！~
@100583 = ~我希望你们没有谁买了这个竞技场的终身会员。等我剥掉这头猪的皮，黑坑就停业了。~
@100584 = ~现在听我说，败类！你们每一个都和我在这里的监禁有关。但我是个慷慨的<PRO_MANWOMAN>。我会给你们一个先走一步的机会，和我杀德纳顿的时间一样。而我解决他以后还在这里的，将跟他一起进坟墓。~
@100585 = ~谎言？这日记里写得一清二楚。~
@100586 = ~在你死后，德纳顿，我将公布这本日记。我会毁掉你的肉体、你的名字、你的名声——所有和你有关的一切。~
@100587 = ~这不是伪造的，德纳顿，但它确实是一个骗子的作品。~
@100588 = ~你本该更明智的，德纳顿，但我猜这跟你无关。日记和名声之类的东西对死人没什么意义。~
@100589 = ~设法拖延，德纳顿？这没用的。~
@100590 = ~布罗德帮助了我。~
@100591 = ~没有塔特尔我不可能做到。~
@100592 = ~我独自行动。~
@100593 = ~你到死都不会知道。~
@100594 = ~你该不会，有可能，在设法拖延我，是不是？~
@100595 = ~我会回到冒险生活。~
@100596 = ~安顿下来并成家。~
@100597 = ~找个地方让我做生意并创一番事业。~
@100598 = ~我首先会在你的坟墓上跳舞。~
@100599 = ~对一个自信会赢的人来说问题太多了。别磨蹭。~
@100600 = ~容易的比如兽人和蜥蜴人就不坏。~
@100601 = ~中等的那些像是恶魔和魔鬼提供了一点锻炼。~
@100602 = ~我喜欢让自己和你那些更强的演员对抗，比如巫妖们或者那些小巴尔之子们。~
@100603 = ~没有清醒的<PRO_MANWOMAN>喜欢为生存而战。让我们看看你多喜欢它。~
@100604 = ~我期望我会喜欢这最后一次。~
@100605 = ~你和一头泰拉斯奎兽战斗并活下来了？了不起！~
@100606 = ~德纳顿没有错。如果你接受他猎杀泰拉斯奎兽的任务，你活该。~
@100607 = ~我现在就要结束你和他的关系。~
@100608 = ~我很高兴你成功了。今<DAYNIGHTALL>将会算出所有得分！~
@100609 = ~这完全在控制之下，所以我没必要拿命冒险了。再会，我的宠物们！~ [OH100609]
@100610 = ~是时候丢掉这副拙劣的伪装了！我不再是多玛慕斯！现在来吧，<CHARNAME>，让我们赢得自由！~ [OH100610]
@100611 = ~出了……出了什么事？我觉得好……奇怪？~
@100612 = ~什么？在当了这么久金属片以后，我又有血有肉了？哈！我能感到奥术力量又一次流经我的全身。让我的敌人们当心吧！班诺回来了！~
@100613 = ~呜哇！我觉得不太对劲。我这是怎么了？~
@100614 = ~一个蘑菇？真的？这是不是开玩笑？~
@100615 = ~托姆，求求你……可怜我！啊！~ [OH100615]
@100616 = ~就这样了？他们死了？如飞和位面猎人真的死了？我……我不敢相信！~ [OH100616]
@100617 = ~你今天在这里得到了一次惊人的胜利，<CHARNAME>！我要在费伦的每家酒店敬你的名字一杯，或者三杯吧。~ [OH100617]
@100618 = ~你杀了我们的捕获者，<CHARNAME>。我很感激。你省了我不少力气。~ [OH100618]
@100619 = ~这个竞技场没得打了，但还有别的等着。观众们会再次歌颂我的名字。~
@100620 = ~你为我们的捕获者送去死亡，<CHARNAME>。你得到了我的尊敬。~
@100621 = ~我们的压迫者在你手里得到了制裁。我向你致敬。~ [OH100621]
@100622 = ~干得好——太好了。如飞在那名单上，而你杀了她。通常，那会让你上那名单。我这次会破个例。~ [OH100622]
@100623 = ~我预见了这伟大的一天，但那并没有使它的到来的甜美有任何损失！~ [OH100623]
@100624 = ~谢谢你，<CHARNAME>。凡是壮举受珍视之处，都将歌颂你的名字。~ [OH100624]
@100625 = ~干得好，不管你是谁！你是谁来着……？~ [OH100625]
@100626 = ~死亡！你送出可爱，可爱的死亡，然而……我没看到金卡的尸体！还需要更多死亡！~
@100627 = ~我在死者中没看到德纳顿。他一定是逃了。没有他的猎人们，他不再是对我们或其他任何人的威胁。~ [OH100627]
@100628 = ~我要是能对你说同样的话就好了！塔特尔，我的侄子，死了，被你亲手杀的！~ [OH100628]
@100629 = ~而你放过了我的侄子，塔特尔。那绝对不容易。谢谢你的克制。再会。~ [OH100629]
@100630 = ~我对你的借口一点都不在乎，<CHARNAME>！你得到了你要的。现在滚吧，祈祷我永远没有机会回报你。~ [OH100630]
@100631 = ~呵呵，我回来了！他们说，”没有地方像家一样“，但我宁可在有架打的地方。~ [OH100631]
@100632 = ~既然你把我从火巨灵的监狱放出来，看来我们扯平了，凡人。或者我应该叫你<CHARNAME>？~ [OH100632]
@100633 = ~如你所愿——~ [OH100633]
@100634 = ~啊，<CHARNAME>，我推论你彻底处理了德纳顿的保卫者。你愿不愿意为这次事件提供一个详细描述呢？~ [OH100634]
@100635 = ~一个对屠杀的遗憾总结！如此珍贵的故事很遗憾正符合你。我仿佛看到那场面——士兵们刚好倒在他们的剑上，但既然你决意贬低杀戮，我们就换个话题吧。~ [OH100635]
@100636 = ~那难道是对有能力把你送到你想去的任何地方的人的态度吗？~ [OH100636]
@100637 = ~是时候透露我不只是文书，斯丹纳·艾伯，还是一个力量并非不值一提的法师。我可以立即把你传送回家。~ [OH100637]
@100638 = ~非常好，<CHARNAME>。我会带你回家！~ [OH100638]
@100639 = ~我施展一个法术带你回家。有什么太难理解的吗？你准备好了吗？~ [OH100639]
@100640 = ~或许我说得不够清楚。我会带你回家，不管你喜不喜欢！~ [OH100640]
@100641 = ~家！我拥有可悲力量的可悲演员想回家！好吧，让我们带他们回家！啊哈哈哈！~ [OH100641]
@100642 = ~我试过救他，布罗德。他不肯听劝。~
@100643 = ~我做了我必须做的。~
@100644 = ~我放了你，而你要为你的侄子哭哭啼啼？~
@100645 = ~叫我朋友。~
@100646 = ~我的名字就够了。~
@100647 = ~随你怎么叫我，离我越远越好。~
@100648 = ~我们短兵相接。刀剑与法术仿佛激烈碰撞了几个小时，直到我终于被位面猎人们击败。~
@100649 = ~我一点都不要你对我的话的曲解，文书。滚吧！~
@100650 = ~每个惹到我的人，我都把他们杀了。那应该是人们从你的小册子上学到的关键一课。~
@100651 = ~你在等什么？~
@100652 = ~这是什么意思？~
@100653 = ~不，谢谢。我会照顾自己。~
@100654 = ~我永远是。~
@100655 = ~不，谢谢。我会照顾自己。~
@100656 = ~往前走，演员。~
@100657 = ~管好你的嘴。你在竞技场上也许很强，但我们是这里管事的。~
@100658 = ~哦！是你！嘿，你可以给我签名吗？~
@100659 = ~滚开，演员。你只有一个人，我们有十几个。~
@100660 = ~嘿，你不是该在训练还是什么的吗。出去！~
@100661 = ~我本来可以当个角斗士，如果不是这受伤的膝盖。~
@100662 = ~去对哪个在乎它的人说。我还有活要干。~
@100663 = ~我在这是当卫兵的，不是聊天的。~
@100664 = ~嘿，你觉得可以给我露一手你在竞技场里的招式吗？~
@100665 = ~左，右，左，右，左，右……~
@100666 = ~谢谢你们的帮助。现在死吧，笨蛋们！~
@100667 = ~德纳顿在哪？~
@100668 = ~谢谢你的帮助。你现在可以死了。~
@100669 = ~跟我来！~
@100670 = ~<CHARNAME>，外面出什么事了？~
@100671 = ~演员们叛变了！拿把菜刀。我们要加入他们！~
@100672 = ~让我们过去。~
@100673 = ~打开兽栏，让你的动物攻击队长和他的人。~
@100674 = ~快点，走开。别碰兽栏。看到你让我的宠物们多紧张了吗？~
@100675 = ~你是不是傻了？我的宠物们会被屠杀的。~
@100676 = ~你得先过我这关。~
@100677 = ~这点你是对的。你要它们，就得先过我这关。~
@100678 = ~很好。如果你需要就去吧，但快一点。~
@100679 = ~那么，我们上吧！~
@100680 = ~我很抱歉，斯蒂夫，但我们需要你的帮助。~
@100681 = ~这有可能。但如果不是他们死，也许就是我们亡。~
@100682 = ~现在照办！如果你不干，你会被杀的。~
@100683 = ~很好。但你最好也别放它们去找队长。~
@100684 = ~那就这样吧。~
@100685 = ~忘了吧。但你最好别放它们去找队长。~
@100686 = ~我和那没冲突。~
@100687 = ~你很幸运，我在赶时间，斯蒂夫。你最好也别放你的宠物们去找队长。~
@100688 = ~斯蒂夫~
@100689 = ~怪兽牧人斯蒂夫~
@100690 = ~嘿，我搞到了你要的那些东西。你不会相信我的传奇经历。想想鸭毛、麦酒还有一场精心编排的歌舞，但如果它都能物尽其用，那就值得。~ [OH100690]
@100691 = ~哦，棒极了。我等不及要用我的宝贵时间听你胡说八道了。~ [OH100691]
@100692 = ~哦，瞧。又一个笨蛋。这应该会让人满意。~ [OH100692]
@100693 = ~你们都会败在我面前！~ [OH100693]
@100694 = ~你想像不出我会给你造成的痛苦！~ [OH100694]
@100695 = ~治疗我！没有我你就输了。~ [OH100695]
@100696 = ~我没打中？不可能！~ [OH100696]
@100697 = ~哈！智力和技巧会是最后赢家。~ [OH100697]
@100698 = ~呜！你会后悔那样的。~ [OH100698]
@100699 = ~被一个低能杀了。*叹气*~ [OH100699]
@100700 = ~你在看什么？~ [OH100700]
@100701 = ~只要别停步就不会有人受伤。明白了？~ [OH100701]
@100702 = ~他们块头越大，我就打得越重！~ [OH100702]
@100703 = ~你正进入一个痛苦的世界。~ [OH100703]
@100704 = ~如果你知道好歹，就会治疗我！~ [OH100704]
@100705 = ~你走运了。~ [OH100705]
@100706 = ~吃这招，狗！~ [OH100706]
@100707 = ~啊！那就定了。你上了那名单！~ [OH100707]
@100708 = ~该死……该死！~ [OH100708]
@100709 = ~坦帕斯祝贺你。~ [OH100709]
@100710 = ~我希望，你非常出色。~ [OH100710]
@100711 = ~我会荣誉地战斗！~ [OH100711]
@100712 = ~愿最勇敢的战士获胜！~ [OH100712]
@100713 = ~我没事。这不过是个擦伤。~ [OH100713]
@100714 = ~愿坦帕斯指引我的剑！~ [OH100714]
@100715 = ~接招，异教徒！~ [OH100715]
@100716 = ~我输了。记住我……是个勇敢的……战士。~ [OH100716]
@100717 = ~记住我是个勇敢……强大……老练……虔诚而且广受爱戴……英勇……高贵……谦卑的人。~ [OH100717]
@100718 = ~金卡派你来的，对不对？~ [OH100718]
@100719 = ~聊天别那么吵。我听不到声音。~ [OH100719]
@100720 = ~我要教训你和你的粉色小马，敢朝我扔酸奶！~ [OH100720]
@100721 = ~你头上的鸭子救不了你！~ [OH100721]
@100722 = ~我……我受伤了。这是金卡的杰作。~ [OH100722]
@100723 = ~闭嘴！闭嘴！你让我分神了！~ [OH100723]
@100724 = ~为你的西兰花付账。~ [OH100724]
@100725 = ~哎哟！我要向你讨还那个！~ [OH100725]
@100726 = ~我现在明白了……金卡在设法保护我……~ [OH100726]
@100727 = ~九渊地狱啊你要干什么——我是说，啊，你好我的孩子。~ [OH100727]
@100728 = ~欢迎。请考虑向洛山达不断发展而代价高昂的事业慷慨地捐献。~ [OH100728]
@100729 = ~为洛山达，战斗之神！还有胜利！还有幸运！~ [OH100729]
@100730 = ~我会为洛山达的荣耀把你开膛破肚！~ [OH100730]
@100731 = ~快过来治疗我！~ [OH100731]
@100732 = ~站着别动，你！~ [OH100732]
@100733 = ~洛山达，死者之神，带走你！~ [OH100733]
@100734 = ~哎哟！为那个我要割开你该死的喉咙！~ [OH100734]
@100735 = ~不！我……我还没准备死！洛山达，保护我！~ [OH100735]
@100736 = ~别站得离我这么近。~ [OH100736]
@100737 = ~保-保持你的距离。~ [OH100737]
@100738 = ~这里什么事都没有！~ [OH100738]
@100739 = ~所有人退后！~ [OH100739]
@100740 = ~噢，那非常……痛。~ [OH100740]
@100741 = ~我没法回回打中。我不是个战士！~ [OH100741]
@100742 = ~耶！我刚放倒了一个大家伙。~ [OH100742]
@100743 = ~对我来说这就够了。终于。~ [OH100743]
@100744 = ~有话快说。我没时间闲聊。~ [OH100744]
@100745 = ~我很忙。这最好很重要。~ [OH100745]
@100746 = ~为了正义！~ [OH100746]
@100747 = ~豪尔对你的复仇！~ [OH100747]
@100748 = ~我的力量在流失。我需要治疗！~ [OH100748]
@100749 = ~你躲不过我的怒火太久。~ [OH100749]
@100750 = ~尝尝豪尔的怒火！~ [OH100750]
@100751 = ~哎哟！你会为这付出代价。~ [OH100751]
@100752 = ~我输了。为我的死报仇。~ [OH100752]
@100753 = ~你要把霍特·伊尔-德斯怎么样？~ [OH100753]
@100754 = ~霍特·伊尔-德斯会和你谈。~ [OH100754]
@100755 = ~我是霍特·伊尔-德斯，骨疤部落的酋长！~ [OH100755]
@100756 = ~来和我打！死得像个战士！~ [OH100756]
@100757 = ~啊，这一击会留下道大疤。~ [OH100757]
@100758 = ~站好了打！~ [OH100758]
@100759 = ~那是霍特的致死一击！~ [OH100759]
@100760 = ~霍特……终于加入格乌什……~ [OH100760]
@100761 = ~呃……你好。你在对我说话吗？~ [OH100761]
@100762 = ~我很抱歉，我几乎听不到你的话。~ [OH100762]
@100763 = ~哪一个是我们的敌人？~ [OH100763]
@100764 = ~告诉我是不是走错路了。~
@100765 = ~这把老骨头再也承受不起了。~ [OH100765]
@100766 = ~嗯，那正是所期待的。~ [OH100766]
@100767 = ~这个老家伙身上还有些活力！~ [OH100767]
@100768 = ~我的时候终于到了。我度过了漫长而快乐的一生，或者至少……漫长的……~ [OH100768]
@100769 = ~长话短说。我可不是靠嘴皮子成为竞技场主人的。~ [OH100769]
@100770 = ~你想和竞技场主人谈话？~ [OH100770]
@100771 = ~倒在主人面前吧！~ [OH100771]
@100772 = ~我是最伟大的！~ [OH100772]
@100773 = ~治疗我！这是你获胜的唯一希望。~ [OH100773]
@100774 = ~没打中？不可能！~ [OH100774]
@100775 = ~啊哈！没人能违抗主人！~ [OH100775]
@100776 = ~哎哟！为那你会尝到我的剑。~ [OH100776]
@100777 = ~不！这不可能！我所有的训练……我不能死！~ [OH100777]
@100778 = ~你必须等待直到可以再次暂停。~
@100779 = ~也许晚点。也许。~
@100780 = ~阿多伊的腰带~
@100781 = ~这条鹿皮窄腰带有兔皮镶边，为它的穿着者提供对变形效果的抗性：给狂法师或他们身边的人的完美礼物。

数据资料：

装备能力：
-对石化/变形的豁免检定：+5

重量：2~
@100782 = ~闪光护腕~
@100783 = ~这对精致的护腕将强光反射到穿戴者的对手眼中，令他们分神而无法格挡冲来的拳头。

数据资料：

装备能力：
-零级命中值：+2

重量：1~
@100784 = ~你干得很好，打败了德纳顿，但那不是停止娱乐的理由。我，埃加德，在诸界间四处搜寻过。我提供远远超过德纳顿所能达到的挑战，罕见而凶狠的怪物以及武艺和奥法无与伦比的角斗士。加入我吧！~ [OH100784]
@100785 = ~妙极了！这边走！比赛等着呢！~ [OH100785]
@100786 = ~等你准备好再回来。我等不及要看你面对我的特别挑战了！~ [OH100786]
@100787 = ~欢迎回来，<CHARNAME>。你准备好在竞技场里面对我的兽群吗？~ [OH100787]
@100788 = ~不是现在。我需要时间准备。~
@100789 = ~在你的第一次挑战中，我给你几张熟面孔。你也许曾经把这六人当作盟友，但你必须知道他们会和救你的命一样割开你的喉咙！现在是他们的机会！拿起武器！~ [OH100789]
@100790 = ~你也许期望过刚才那些恶棍为了几个铜板转到你一边，但你无疑相信过接下来这六人会为你战斗到最后一息。吃惊吧！朋友变成了敌人！斗士们，拿起武器！~ [OH100790]
@100791 = ~她是位爱好坟墓的吸血夜之女士。他是个有健康的复仇渴望的疯狂前精灵法师。这两姐弟除了对你的可怕监禁还有什么共同点？没有！你之前打败过他们两人。如今你再次面对他们，但这次是一起！斗士们！拿起武器！~ [OH100791]
@100792 = ~你打败了两个流放者和他们的小弟！做得很好，但我有某个比他们更强的人，一个强大甚至足以挑战诸神本身的人。这位女士把欺骗带到了一个全新高度。我确定你已经猜到了她是谁，所以让我们把她带出来，让这场盛宴开始吧！~ [OH100792]
@100793 = ~令人惊讶！令人震惊！啊——呃，我会把韵律留给贝洛斯。前一位挑战者认为她自己是个神——下一位确实就是。或者，不如说，曾是。正是那样，这是你与死神本人较量的机会：巴尔！拿起武器！~ [OH100793]
@100794 = ~干得好！你面对了所有类型的生物——凡人英雄、背德恶徒、魔鬼、甚至一个神——而且把他们全打败了。仅仅宣告你的胜利就是诱惑，但还有一个挑战者是如此邪恶、如此背德而如此可怕，以至于所有遇到他的都吓得尖叫着逃跑。~ [OH100794]
@100795 = ~我不会说谎，他甚至令我都害怕得后退。但要成为优胜者，你必须打败最恶者。因此我给你……你的最终挑战！~ [OH100795]
@100796 = ~嗨！想玩个游戏吗？~
@100797 = ~是的！~
@100798 = ~是的。~
@100799 = ~什么事？~
@100800 = ~不。~
@100801 = ~不。诸神啊，不。~
@100802 = ~这里没地方放那东西。~
@100803 = ~噢，一个战士！你喜欢当个硬汉，对不对？	我曾经也想过要当个战士，但接着我母亲提醒我，我在冬天砍不动木头……而木头立着不动！我想我还是老老实实讲故事的好。~
@100804 = ~不管怎样，只要让我把我的冒险手册翻到这……好了，找到了。我们开始吧。~
@100805 = ~你是个战斗的<PRO_MANWOMAN>，一个以<PRO_HISHER>的剑为<PRO_HISHER>谋生的佣兵，而且原本过得不错。你是个青春、力量和健壮的典范，你穿着擦得闪亮的盔甲令人印象深刻。所以毫不稀奇地，当你走进贝伦福德镇时，孩子们羡慕地看着你，即使他们的父母跑去把他们从一个未知、然而强大的新存在前隔开。~
@100806 = ~这是寻常的一天，你一度想在贝伦福德四处打听工作，但这些人们的态度中有什么令你止步。这里一切都不对劲。人们害怕陌生人并不稀奇，但这些人似乎有点太害怕了。随着大人们把他们的孩子们关进门里，你被留下面对一片勉强可以称作镇广场的地。你四下张望，注意到几座不起眼的建筑，一座洛山达神殿，还有一家铁匠铺。~
@100807 = ~进入洛山达神殿。~
@100808 = ~进入铁匠铺。~
@100809 = ~洛山达神殿墙上装饰着豪华的黄色、橙色和红色挂毯，模仿旭日初升时的色调和形象。你起初以为神殿里没人，直到一名小个子女人谦卑地从一道侧门里探出头。“抱歉，”她怯生生地说。“但我恐怕神殿关门了。请晚些再来。”~
@100810 = ~询问她神殿为何关门。~
@100811 = ~离开神殿并进入铁匠铺。~
@100812 = ~离开城镇并前往瑞狄格峰。~
